1200 5000
460 70 44
541 530 1
274 165 24
901 838 3
1119 299 5
1121 476 25
954 986 27
76 525 10
934 1086 27
591 55 16
281 224 22
178 203 48
832 520 30
282 497 18
1031 955 45
358 505 2
170 1060 13
1198 738 5
214 247 48
220 718 23
44 604 2
142 507 28
128 495 16
690 252 21
437 1182 49
632 548 30
110 388 33
892 88 26
205 576 26
1068 642 27
404 822 15
224 787 23
1070 745 12
925 714 44
1039 959 27
909 15 12
177 467 6
278 697 48
872 958 6
1104 1181 36
42 149 21
1150 89 9
1164 290 4
162 829 7
1177 1165 34
935 641 2
605 838 26
1170 1034 18
996 640 38
279 580 49
291 498 12
426 33 21
867 117 37
32 482 47
73 889 24
330 401 2
706 1148 11
796 853 7
543 76 27
313 389 48
871 804 30
123 1028 1
171 23 7
668 223 31
676 186 37
1102 349 23
210 686 19
297 556 29
342 352 46
1062 429 25
147 396 10
64 529 11
909 1018 45
881 556 7
1112 575 11
632 131 35
705 317 3
343 713 20
1149 1179 19
137 693 30
126 192 43
235 1035 12
395 1116 36
1050 871 5
254 878 49
469 495 5
1091 422 39
1136 1130 29
406 986 43
219 135 6
459 1188 10
296 242 29
816 550 13
635 1072 41
1075 839 5
861 297 5
1156 823 44
457 7 25
773 553 42
71 985 28
484 707 8
617 243 25
332 632 35
348 553 18
254 367 9
1139 522 10
133 240 3
456 597 25
1102 1189 3
1054 427 45
220 141 42
748 12 3
8 433 39
1013 820 38
1172 11 27
1020 226 2
767 528 45
364 196 12
590 831 28
808 533 18
1038 1063 38
818 910 7
584 704 15
1001 34 24
842 19 48
484 841 45
438 838 47
605 805 26
140 878 14
602 234 29
676 1131 46
537 454 33
916 639 46
347 917 22
529 522 41
996 470 13
1031 875 15
824 700 29
348 580 42
1167 1074 8
654 855 12
149 700 39
138 90 19
999 539 21
113 195 39
284 512 48
311 205 13
132 748 6
159 1185 13
757 582 2
1073 701 17
539 1106 19
464 53 35
894 868 24
355 1102 17
1141 1127 20
1195 429 6
492 755 37
841 961 10
67 785 41
1154 900 23
349 1147 45
1154 140 18
600 539 32
759 733 2
973 836 12
1197 1061 45
391 1191 3
985 657 48
217 765 27
214 1084 31
258 891 29
268 778 3
642 267 44
426 904 23
1054 57 28
306 798 43
529 634 15
621 887 10
628 464 24
494 585 39
838 316 8
345 467 2
593 6 21
664 1041 7
689 444 18
256 554 9
645 899 27
286 469 1
450 271 48
462 834 3
1011 262 4
295 18 49
1003 196 2
512 1003 23
1089 398 47
1068 804 30
1169 871 44
370 1198 7
267 846 47
691 408 40
487 968 38
817 1118 25
969 993 3
137 910 21
1150 1042 10
92 583 44
958 404 6
352 1021 38
631 283 39
2 121 26
917 818 6
817 1087 15
160 495 43
366 38 28
571 889 9
982 734 5
541 35 13
252 257 40
784 76 28
888 1182 16
515 1067 12
496 318 9
252 492 25
832 343 47
468 1171 25
986 297 6
84 676 27
426 555 39
740 399 48
174 748 45
267 645 20
965 503 3
500 226 4
358 1022 16
979 661 2
1198 366 7
850 668 13
251 948 32
788 279 16
934 300 33
22 401 46
77 997 17
691 77 21
603 705 31
610 253 22
199 1182 32
915 697 32
524 179 43
716 104 2
904 208 13
386 859 14
995 15 4
25 243 41
1170 948 31
26 885 12
398 295 27
492 649 26
841 1182 25
570 143 12
301 902 1
397 360 27
824 729 46
410 558 30
237 722 44
598 40 37
920 706 33
269 1089 49
574 579 8
174 270 16
474 756 4
326 856 39
130 769 33
444 565 27
555 634 24
153 196 28
251 249 33
70 429 25
1170 817 27
145 939 13
1132 46 29
101 131 7
327 1105 9
858 583 19
86 63 47
1099 86 4
986 395 44
371 966 19
45 311 20
118 627 46
647 1177 8
1109 332 12
701 569 31
126 266 9
676 299 29
482 1001 42
1176 5 1
69 293 14
750 99 39
272 284 35
964 1003 34
194 1097 40
410 657 10
86 1142 28
449 922 33
316 491 3
1138 778 44
382 835 4
374 502 9
112 1179 17
43 356 2
597 824 13
489 399 47
78 552 39
440 459 20
620 457 15
250 552 23
1173 819 30
628 1070 40
943 1193 17
436 577 41
253 943 32
862 332 39
553 461 1
465 963 13
430 1164 3
289 927 3
116 140 7
177 797 2
803 660 12
691 346 11
608 335 30
74 378 36
1083 398 36
769 256 2
618 291 35
506 615 47
487 613 10
297 419 9
1175 792 41
693 894 12
624 466 41
439 698 22
806 137 3
662 411 24
171 956 41
1014 1164 49
303 642 46
1116 232 41
693 205 3
251 1014 29
832 676 31
969 845 2
617 1154 19
102 793 9
331 237 34
51 491 48
1056 187 23
223 1082 40
385 355 15
815 71 46
705 547 36
1126 199 15
899 34 34
296 38 47
457 172 13
428 857 12
704 1090 12
1114 434 12
1019 738 5
438 1158 34
245 204 37
528 987 21
976 953 32
900 35 40
822 1149 24
965 859 46
427 146 1
557 629 40
143 25 2
61 172 11
614 712 9
519 570 33
1063 730 24
1011 543 3
737 583 39
1195 1053 13
632 103 1
14 237 24
241 468 15
293 952 46
778 480 30
791 48 27
1027 697 23
564 722 7
101 323 17
385 169 2
379 26 6
531 387 16
732 128 28
315 130 37
776 987 7
209 680 5
351 482 32
1021 319 28
113 32 13
1026 55 8
907 1029 38
369 1190 36
360 32 33
1153 852 29
460 1193 27
119 90 32
1044 645 23
167 41 1
920 259 48
458 608 47
699 999 24
1143 1010 38
840 602 40
968 155 31
174 959 1
33 1135 36
146 346 4
268 130 26
834 1006 43
792 1198 21
897 1054 44
252 1190 17
691 1 37
823 855 22
1147 107 2
298 386 20
830 855 32
304 572 35
669 1020 12
80 234 2
12 203 10
761 899 25
99 883 19
246 785 8
146 761 43
645 662 36
373 1107 37
340 637 46
705 1174 5
915 1176 40
514 368 3
172 3 44
346 186 36
242 907 14
641 989 37
29 904 20
1032 511 21
683 281 16
725 1117 13
403 434 25
963 160 24
699 436 6
632 1152 26
1033 865 42
912 553 20
1082 81 37
893 994 23
451 824 29
15 986 16
160 36 9
756 1103 41
217 13 23
1127 930 3
913 468 6
911 898 26
665 125 29
29 391 22
392 546 43
210 1142 25
244 538 5
503 247 6
1022 705 45
626 926 49
842 546 3
693 537 6
145 952 36
464 888 6
1164 1072 13
1162 1154 2
769 522 25
519 766 2
12 592 27
289 1107 44
247 1015 16
0 152 24
66 121 27
242 1073 13
745 854 42
947 540 24
0 386 8
134 21 32
109 839 20
107 646 23
446 191 47
3 466 28
710 1106 13
88 996 29
204 738 21
842 410 38
397 190 46
609 163 48
1087 405 42
723 865 14
1041 957 32
579 32 15
381 742 38
175 39 30
241 1016 31
800 817 38
971 363 31
796 441 9
856 891 14
620 628 13
1057 1115 21
1051 758 21
1157 322 20
260 509 2
836 481 14
478 336 40
791 364 5
1112 236 31
830 746 15
335 20 34
85 322 23
946 905 30
127 240 39
397 944 47
527 1116 43
587 238 46
1108 1014 41
191 348 42
263 857 11
808 770 4
527 394 35
1167 100 29
194 813 40
377 948 12
166 32 33
428 1065 23
984 941 19
693 967 31
542 792 37
1008 503 19
460 32 9
741 636 36
242 1072 16
1057 746 25
874 737 19
585 1180 13
173 585 2
1052 14 9
236 839 38
49 40 30
946 1061 49
363 912 31
69 124 28
592 699 30
455 268 21
45 29 2
1033 566 19
565 412 49
840 732 14
885 198 9
1084 276 17
811 470 6
654 202 1
85 404 4
996 297 12
1021 528 22
735 440 2
1144 1150 24
875 2 44
178 931 20
33 749 13
523 847 37
231 1080 33
325 1044 32
800 899 24
516 798 4
113 85 9
365 1089 15
673 386 13
850 523 8
881 1114 44
980 228 20
377 925 7
1111 479 21
959 1078 28
752 735 49
898 705 23
377 749 45
646 96 23
94 204 17
171 1072 14
868 1072 19
658 118 30
483 669 19
692 367 7
251 369 17
559 28 19
77 652 25
331 636 27
1161 822 20
782 479 37
92 470 23
210 1094 16
420 483 24
779 687 40
970 607 15
968 1112 39
140 1032 12
311 953 31
150 1006 24
447 404 43
1050 199 24
687 932 36
1009 734 5
1069 127 28
652 395 39
179 574 3
169 579 3
876 886 40
853 840 44
390 318 47
283 417 10
917 378 18
335 117 15
653 1175 32
1104 1168 30
653 956 8
202 68 47
24 461 33
1190 205 37
1069 855 27
76 894 6
965 1114 28
719 771 13
393 114 19
535 384 15
737 397 2
472 737 37
923 126 27
441 685 34
996 23 1
136 931 24
998 985 37
555 629 45
599 487 30
1125 1187 38
1020 21 6
454 390 13
54 904 49
363 486 28
155 589 8
666 845 38
35 243 3
224 264 9
534 904 11
366 1085 35
393 923 2
688 1046 16
1072 301 26
221 479 23
158 825 7
19 394 4
209 832 2
718 420 2
1031 243 33
608 1009 10
1108 665 25
857 1103 23
285 227 6
94 54 47
762 573 29
1041 96 38
572 744 44
1158 928 14
394 905 42
570 300 35
162 348 19
522 705 28
639 745 31
661 750 27
1169 1084 28
288 1101 15
449 563 26
945 496 23
918 85 5
500 863 33
1133 866 5
1022 173 33
1097 938 12
81 165 19
612 634 14
252 938 26
207 514 2
1154 642 16
708 984 7
1065 751 19
1058 536 28
638 141 35
1179 609 17
68 816 34
359 1037 22
335 39 36
1042 1163 34
794 402 3
595 793 40
1160 59 7
988 95 43
1182 990 22
621 666 1
1018 224 26
722 940 16
352 953 15
524 766 35
640 604 19
820 88 4
840 574 14
73 336 38
819 24 34
48 46 4
1035 1057 1
414 1139 25
1075 398 23
844 130 2
123 843 2
309 94 35
853 505 37
396 107 15
1192 1197 14
315 391 22
62 1033 32
587 598 19
866 890 13
791 1033 15
577 324 35
333 935 38
120 208 28
473 564 44
226 858 30
875 312 3
325 140 14
43 331 22
538 621 1
367 89 25
995 579 24
5 346 38
11 493 23
297 26 36
68 1145 1
971 762 48
458 946 44
398 1 40
1152 1185 48
1075 764 42
187 236 9
171 468 40
38 738 37
1131 640 10
53 91 9
582 1135 30
1042 833 40
464 909 14
613 30 39
294 438 20
465 566 37
1144 328 21
1149 510 13
601 837 29
153 929 47
717 270 46
158 660 11
152 699 12
193 740 5
845 107 38
522 1149 33
199 21 15
434 59 22
941 944 23
908 822 45
414 154 44
411 85 42
335 525 22
575 137 13
534 877 49
545 383 15
565 1125 32
993 478 47
377 108 14
844 459 2
765 820 8
1064 95 48
733 887 49
967 945 43
1152 779 13
638 1169 42
376 582 1
1041 83 37
286 432 26
813 77 41
1168 303 19
920 428 10
842 371 39
587 257 39
105 303 8
646 971 43
790 403 22
168 480 32
1180 690 28
213 596 3
421 960 2
580 411 45
13 271 18
861 636 38
608 852 6
346 1144 13
948 818 7
342 17 6
160 337 36
737 1006 3
483 1024 13
426 1051 2
994 327 24
495 426 5
874 308 32
596 66 47
62 346 13
639 484 42
1100 855 31
56 442 21
415 402 41
314 246 40
16 103 28
601 765 19
97 835 18
279 249 10
194 1026 42
139 1065 35
764 99 16
165 1030 24
311 32 14
787 961 26
716 773 1
891 548 15
411 845 34
846 789 1
1136 1146 22
750 208 15
695 239 10
732 204 12
1190 151 30
538 631 47
1134 388 37
1039 565 27
483 480 43
666 152 26
646 1030 33
291 724 41
680 1050 17
1175 67 25
407 828 15
1145 40 45
583 665 20
462 397 40
987 826 31
376 1100 44
1002 743 10
191 598 38
463 151 25
12 628 17
733 687 5
258 156 10
539 774 19
664 424 40
57 120 39
1103 811 10
832 1047 45
646 788 35
947 1092 6
680 1025 29
785 633 34
220 89 12
888 119 19
626 633 37
186 588 41
780 931 21
584 687 11
1116 655 29
399 933 9
1052 937 28
278 203 44
270 644 46
683 198 26
231 842 2
876 1076 38
735 272 27
985 28 20
387 692 17
984 537 22
823 473 15
482 461 17
86 986 34
534 1017 40
417 784 30
473 342 34
1063 305 36
738 242 38
568 75 47
440 234 12
812 643 2
1013 1045 48
157 517 8
120 167 19
176 856 39
489 435 48
437 191 14
1196 274 1
17 1022 13
721 857 40
244 417 41
727 715 44
301 778 17
614 659 17
1152 467 20
284 96 10
625 381 41
718 928 30
1153 300 35
918 1145 3
309 1157 3
359 270 41
814 274 44
74 907 34
525 252 9
1029 180 34
885 305 38
705 867 5
906 68 10
482 603 1
719 237 7
414 781 46
111 1133 5
892 657 18
357 1161 13
688 698 16
1141 1125 43
881 119 42
39 991 39
246 635 49
487 1059 23
836 940 12
316 347 9
349 1173 1
761 132 2
606 740 31
799 1081 27
99 431 44
4 78 15
164 613 20
800 951 33
984 241 24
1175 1031 6
445 516 2
357 902 49
1105 1049 37
456 629 4
844 1198 42
574 154 43
901 804 43
670 262 34
202 343 20
681 743 12
542 1057 33
48 951 2
11 332 12
1014 676 36
201 618 28
885 449 21
683 177 49
981 84 32
573 530 10
647 418 25
176 458 9
28 122 15
112 957 38
285 488 47
552 1067 25
853 530 38
454 539 33
132 905 32
795 1112 3
599 199 17
823 723 34
648 888 23
333 5 6
562 479 33
536 443 23
98 800 35
1036 1088 16
517 83 21
116 991 9
1000 72 12
694 921 27
311 633 34
1073 1125 8
332 948 46
1126 1094 44
987 626 16
1057 1052 17
1121 628 35
1093 442 32
588 747 36
135 641 47
192 292 31
289 168 19
874 738 34
279 299 26
837 682 18
529 869 45
218 1143 5
95 830 20
89 258 48
1029 1034 45
1157 551 12
228 1161 23
822 711 26
1166 1177 47
225 843 5
603 827 26
809 861 17
594 489 45
920 587 19
733 551 49
870 836 43
147 660 38
77 445 7
255 192 34
799 232 5
70 164 16
1063 1047 41
432 930 16
1057 127 39
2 518 34
252 910 3
1008 251 48
1 508 31
641 1087 28
15 667 41
512 203 19
511 966 22
709 190 35
1060 945 5
20 913 19
608 603 4
1133 850 44
1047 754 9
40 667 15
418 892 19
194 1130 12
306 223 14
368 294 12
843 272 10
1122 503 4
426 323 28
1047 1037 32
568 293 14
996 916 48
516 302 18
417 1159 26
823 375 4
680 589 38
466 51 6
671 399 22
755 151 42
355 663 11
964 1099 45
872 1137 41
939 1016 30
64 276 12
818 1035 47
613 1084 9
691 1001 3
82 945 45
360 102 20
1016 96 29
198 139 8
431 900 21
372 756 44
316 532 48
842 597 49
766 28 28
881 682 28
321 1109 5
924 1076 5
481 430 24
871 189 4
250 785 7
691 448 40
1122 69 43
943 233 40
633 228 38
545 823 20
995 674 22
141 876 13
564 676 20
20 1056 21
259 78 6
1189 290 6
645 622 12
948 951 30
1136 939 27
1009 1173 26
370 104 21
965 1071 42
1083 486 14
1047 450 11
785 684 45
666 1147 31
481 488 20
416 161 36
488 289 32
867 90 38
588 719 42
791 648 39
370 821 33
1154 1086 33
284 423 13
223 209 17
763 65 28
495 1030 10
252 479 39
603 1074 11
1054 239 8
112 361 41
625 489 49
633 897 9
691 1130 23
889 28 48
1168 782 35
79 148 11
245 496 24
353 743 24
726 427 29
295 774 33
555 80 36
615 1141 37
1092 998 17
637 451 43
117 684 30
866 813 44
687 985 3
1087 588 12
662 635 27
695 926 7
864 485 3
488 379 45
1054 512 20
357 71 30
454 725 32
1049 1067 32
557 1009 44
1171 7 5
1169 461 29
823 491 43
864 250 39
683 832 15
78 716 31
192 620 3
53 883 19
640 293 40
446 411 26
471 324 35
676 676 3
346 116 36
900 1003 41
210 876 37
915 679 33
862 128 17
216 198 16
168 952 12
21 1193 12
284 578 43
202 770 1
80 1020 48
842 1176 19
1101 796 3
190 154 23
1041 639 16
771 692 48
561 354 39
572 720 46
1036 587 28
910 991 5
452 297 42
867 529 24
233 347 2
798 1056 3
127 318 42
123 177 13
2 802 18
530 654 8
454 28 34
484 23 49
1186 555 42
778 115 25
76 818 12
1098 436 28
526 122 14
837 536 35
723 190 18
1115 1144 3
726 1024 3
874 563 3
1124 360 25
1105 554 19
1026 567 36
705 978 12
487 767 34
659 434 41
297 609 36
639 849 25
245 1075 48
931 142 32
753 619 5
667 187 6
715 615 19
692 337 47
409 1023 39
514 103 40
1052 804 17
1011 514 33
1069 788 19
112 446 36
517 809 7
494 1038 27
455 364 41
692 1100 17
979 1142 19
908 761 39
369 776 40
853 825 29
829 354 11
1053 207 10
244 296 37
313 1193 2
995 955 4
945 940 43
808 469 14
1140 887 47
466 1181 34
835 834 18
504 663 2
425 386 40
596 872 34
1159 1073 43
767 246 18
337 1172 25
125 349 29
609 789 16
1147 754 23
392 919 44
938 956 21
698 1134 46
528 666 21
194 232 45
1032 803 39
486 441 21
294 1055 18
267 898 29
707 169 8
593 904 37
727 447 15
624 333 3
830 530 47
656 460 12
578 125 7
454 150 11
755 385 40
1176 1040 23
730 153 1
921 101 2
423 1056 42
811 325 39
486 799 35
27 915 38
486 1024 32
434 947 10
911 274 2
292 818 18
885 808 18
389 349 29
166 395 34
494 585 45
0 37 21
1146 591 2
957 949 20
228 627 44
229 665 2
861 777 20
328 783 13
600 228 3
596 482 29
505 473 39
620 944 46
1065 1058 13
170 923 7
92 2 33
157 489 19
1190 680 14
1031 668 16
875 598 4
19 1140 26
777 880 17
585 436 38
842 703 42
968 614 9
248 396 16
545 1111 44
629 1161 22
392 233 43
1025 477 17
502 340 37
182 604 27
865 1091 26
707 548 15
484 169 13
1033 1144 36
916 1070 4
15 812 13
638 460 40
463 473 1
142 1046 45
1032 291 28
636 320 2
175 898 13
490 452 20
460 711 34
982 698 26
956 401 37
487 767 41
110 489 4
608 262 12
344 2 46
971 384 16
147 231 27
850 407 16
614 919 29
445 199 41
14 906 23
676 490 39
470 1048 31
1156 111 4
863 318 43
846 31 22
421 998 13
109 764 37
143 252 29
512 838 7
189 463 36
1072 890 31
818 468 3
1000 422 40
987 81 22
752 193 41
894 918 6
624 886 31
996 1141 43
680 468 46
439 527 42
309 1113 47
639 51 21
408 835 47
300 457 14
766 945 39
605 217 37
53 923 1
1097 342 16
347 232 31
606 580 16
250 290 13
1113 1092 45
955 242 37
1160 943 8
147 259 48
1072 1050 49
964 162 11
908 526 34
196 558 16
1187 158 34
531 634 18
942 607 2
491 628 5
308 952 11
316 1021 16
709 308 2
202 853 46
1177 665 31
1155 998 10
362 137 21
860 641 1
328 481 35
321 1184 36
424 1066 49
961 840 46
221 1190 7
560 748 42
1024 871 8
51 1034 7
145 863 5
262 10 45
342 834 33
231 1025 39
1010 1185 48
415 455 29
428 701 27
1022 572 27
530 667 7
56 207 20
547 1144 15
607 288 12
48 430 37
286 627 40
1063 130 4
576 404 31
52 596 46
286 184 38
917 342 14
563 530 40
588 377 34
1044 474 38
1125 60 23
1035 512 26
152 857 46
960 404 6
547 115 21
581 967 39
832 414 11
107 759 39
569 1095 3
144 75 3
253 212 3
790 761 28
186 145 22
1034 679 44
346 536 29
540 213 9
541 260 45
917 1060 2
152 591 8
412 1117 38
824 1147 13
172 742 42
31 1004 36
851 564 14
6 799 11
222 273 48
948 515 17
873 957 48
152 225 21
827 1023 3
218 473 9
991 623 4
774 1158 3
253 558 19
1103 552 46
221 188 35
986 222 33
794 745 33
553 66 29
816 518 31
431 293 40
1020 1171 31
480 782 25
82 152 31
973 701 40
866 202 31
1152 912 3
473 761 49
1112 219 37
421 784 12
9 1103 18
827 815 36
959 1132 24
787 1065 20
92 693 20
1094 1059 16
432 1121 44
513 964 22
1010 566 18
1072 1091 36
570 970 14
188 17 6
950 995 11
928 533 16
664 863 11
1149 905 2
234 1017 36
82 326 15
844 827 34
1126 857 42
912 41 36
1092 650 2
263 301 33
931 398 19
212 1139 32
838 583 43
137 1016 26
1182 177 13
616 547 1
134 69 42
173 148 5
808 922 41
665 462 12
1171 646 21
1091 82 38
850 868 45
281 398 47
1134 4 28
100 526 31
881 321 35
338 50 20
1151 1072 17
26 834 20
100 638 9
142 715 16
698 1110 30
1014 128 7
1090 402 36
592 1188 34
507 630 35
1193 309 12
884 36 45
912 790 14
336 0 16
1115 806 42
203 377 10
82 539 13
664 480 18
519 556 28
717 1013 12
217 785 11
3 658 25
152 281 18
449 877 44
5 590 49
857 106 49
171 1013 42
1056 397 7
1082 544 30
880 246 11
202 1172 32
17 487 20
417 801 46
415 1134 19
286 52 30
1133 542 16
264 783 32
919 1190 44
246 1136 39
209 967 24
913 160 25
220 425 7
943 756 13
1137 883 27
773 96 45
84 153 6
1159 132 10
909 951 37
856 203 25
650 1168 19
392 1019 5
306 176 9
521 685 35
481 513 16
443 1041 48
426 190 22
1120 231 10
533 232 3
374 106 12
883 41 33
932 34 33
867 1093 39
1002 792 19
1136 356 47
434 1166 34
53 52 28
310 186 44
758 136 15
677 266 25
834 1151 45
481 402 2
1015 930 26
948 788 7
818 467 49
563 171 34
195 758 35
884 578 19
431 428 9
1111 351 9
889 302 6
844 187 12
112 1080 41
128 689 41
800 827 42
818 124 45
528 247 48
1115 586 40
412 1196 11
950 1139 22
670 508 36
1194 553 41
460 475 48
662 540 32
471 819 29
522 193 28
863 380 10
515 1042 5
586 605 47
60 570 24
789 908 11
1025 1115 40
42 918 31
23 1183 22
996 1173 39
458 250 21
907 297 8
676 517 42
81 619 3
272 141 12
407 394 12
382 644 10
74 826 15
1075 1150 20
142 611 46
1115 537 30
390 814 48
122 19 33
938 797 27
554 823 45
174 797 20
220 895 44
1172 849 22
98 333 40
311 341 14
596 965 36
132 653 37
429 94 38
1017 1158 7
342 796 27
770 70 26
744 811 39
556 652 16
553 498 8
695 996 23
861 79 47
1101 965 38
769 862 27
926 615 18
763 9 11
12 1174 26
983 922 21
731 451 30
771 1150 6
1073 189 11
68 976 25
642 454 5
681 108 31
226 985 25
811 155 32
1114 642 33
1017 282 40
27 757 31
598 137 31
810 819 31
1110 259 2
817 223 28
953 466 28
47 774 12
1139 575 15
186 633 10
866 719 16
419 801 12
607 123 28
306 1037 8
211 385 9
709 1097 12
398 194 43
621 537 47
418 1027 26
486 107 46
73 1056 26
842 658 25
848 416 5
696 352 18
605 399 40
979 1017 27
491 28 47
49 152 5
160 134 32
704 480 38
138 448 14
770 500 2
431 583 7
765 402 34
1003 910 24
637 703 44
712 1178 46
676 16 5
388 1102 38
712 828 2
714 763 35
807 718 42
773 747 15
144 129 42
553 747 5
324 42 6
1147 305 44
399 985 14
64 492 3
1043 354 30
1165 1014 11
439 631 41
749 118 34
981 992 13
100 899 42
1136 1096 17
495 780 30
569 528 49
413 48 8
1103 15 48
585 93 36
396 1009 41
290 864 27
700 765 15
660 220 37
714 697 37
611 31 40
945 199 15
808 135 4
57 396 4
1144 704 2
957 22 26
425 1031 37
657 202 9
701 428 40
920 1128 36
584 697 1
1192 670 1
1138 623 7
689 1174 7
1019 37 31
905 1 30
317 857 7
1058 100 47
347 165 22
870 857 6
525 123 41
972 494 33
30 723 37
396 627 13
457 133 32
1007 775 14
923 789 28
528 233 34
1151 931 10
170 399 19
316 682 3
716 1122 44
835 280 27
791 512 18
501 933 30
1073 428 15
200 1173 44
484 211 20
1057 914 25
740 1073 31
855 1158 10
1077 173 25
631 754 31
333 231 10
615 260 2
958 251 26
263 246 18
1101 930 43
582 540 27
56 216 24
616 843 47
317 1161 27
359 646 9
367 354 11
454 213 4
1007 713 45
934 500 16
715 925 34
43 668 5
358 1042 12
746 74 14
57 70 30
1075 855 2
692 883 22
142 962 10
668 657 3
852 161 43
945 345 17
560 899 42
748 902 19
481 944 13
661 143 31
73 650 39
600 675 26
707 839 10
995 669 34
551 1185 38
248 325 33
1034 874 25
170 687 8
789 16 15
236 1155 33
216 886 5
133 1157 20
698 397 14
919 43 49
605 990 6
175 818 6
1037 357 6
19 707 21
10 140 12
1176 732 47
394 846 16
55 1007 23
677 1036 47
830 314 11
743 20 36
191 193 48
909 737 10
210 949 38
949 73 39
1197 66 47
745 1035 13
518 298 21
429 1174 16
124 436 29
748 936 19
498 809 31
545 449 8
285 849 5
26 424 38
25 1114 12
234 786 13
881 398 8
466 333 26
303 70 39
823 348 23
724 881 7
950 615 30
1199 429 46
572 468 38
1186 248 10
362 1051 42
894 837 21
610 32 46
894 236 48
736 1183 49
523 169 49
462 191 1
21 432 38
276 143 23
371 703 21
577 1196 15
149 737 23
336 973 11
882 776 14
51 722 49
900 998 14
1042 818 27
1059 756 29
706 876 25
944 323 2
1122 737 36
309 447 43
758 911 25
347 324 13
165 245 43
1191 838 47
546 108 27
326 1179 28
180 911 5
1127 382 6
952 378 38
1086 219 46
241 526 42
882 514 34
172 298 28
52 616 15
346 390 27
132 635 30
940 65 16
1028 110 49
385 1107 28
746 303 40
1081 455 17
576 744 39
714 459 30
167 903 45
712 1195 11
876 1170 44
219 1153 30
160 740 40
205 343 39
992 809 4
88 770 18
110 333 49
1198 202 47
872 242 35
349 1043 25
762 1020 18
742 254 21
655 862 24
1001 346 34
110 1044 39
371 6 41
935 799 47
444 905 6
841 454 36
771 530 45
695 233 14
1091 768 22
824 488 34
771 755 35
120 379 17
351 127 38
95 960 49
338 641 44
699 1092 47
78 753 12
86 533 34
211 912 23
636 426 21
1091 497 1
896 817 16
942 992 19
422 107 17
909 1151 18
11 711 22
1138 41 24
588 1129 14
700 838 34
624 525 2
1180 998 34
586 937 14
52 125 44
878 1030 2
1031 1188 44
882 5 46
1114 341 47
516 412 25
1179 208 33
990 1114 10
17 965 34
593 87 11
759 787 25
385 693 35
523 218 18
80 605 38
587 674 34
264 1027 42
219 7 43
753 111 33
600 305 20
636 481 44
1105 24 38
113 235 3
810 593 43
427 696 21
584 100 43
152 1191 1
