1600 5000
66 985 13
846 905 1
875 621 19
216 310 4
571 622 18
1146 2 3
1102 1442 4
294 152 34
1333 1511 17
341 655 12
1500 126 44
1152 287 17
707 1101 17
463 1529 40
1413 1476 11
825 432 42
1418 1318 31
169 680 39
431 750 21
714 780 31
637 842 1
888 683 9
683 210 45
984 585 49
145 112 38
1006 109 16
712 717 47
1133 1419 45
85 341 19
1098 1118 3
1380 901 12
1273 815 37
657 786 7
111 663 34
1176 1170 16
1431 953 7
834 3 12
693 1141 31
461 919 6
630 1042 17
1101 904 40
323 124 49
314 1039 30
1160 1595 45
215 1265 2
1017 405 41
999 394 18
1438 956 24
759 1467 23
852 148 10
469 1506 43
91 176 49
334 877 42
425 1019 49
1045 1435 38
1186 1028 34
1223 496 4
1388 479 1
1550 1487 6
592 516 21
829 1126 38
1350 1556 38
332 189 31
348 1536 11
814 815 44
502 1506 9
1015 1322 25
222 1312 37
55 1099 22
281 1462 35
735 121 17
1409 999 45
1340 330 3
910 1205 30
232 1038 30
280 257 33
876 1206 33
968 453 39
1143 660 40
1504 121 1
13 444 42
776 1086 40
826 128 16
994 166 19
1101 207 2
1312 84 46
719 185 4
440 1173 13
984 391 24
630 69 46
842 52 2
1197 731 49
384 1597 33
514 165 36
875 454 38
602 873 26
326 593 6
297 219 38
459 1503 49
1217 798 28
999 976 32
673 21 20
364 751 7
586 440 48
109 198 33
185 1452 41
1259 1227 44
1302 575 28
870 496 48
1241 1049 46
565 949 16
782 845 8
1079 1184 8
1103 239 44
1331 1120 36
175 199 39
26 359 31
1323 926 25
278 8 6
1058 843 44
977 639 23
962 1124 38
639 1571 11
98 67 35
1105 571 26
857 1550 24
649 1240 7
266 777 29
602 831 47
441 713 8
907 1234 19
954 64 45
1541 1459 39
983 1176 26
1520 749 19
406 1017 39
1340 437 36
1168 438 41
487 1345 40
578 673 31
1314 258 24
160 390 24
51 475 36
355 1427 47
764 942 44
1204 1244 44
66 1273 5
1506 546 23
255 524 43
1262 1116 24
1492 374 46
758 1575 6
153 595 13
69 533 22
265 905 16
212 196 15
124 1045 19
369 326 45
915 980 43
1443 980 20
347 1104 15
413 461 15
1313 1396 16
722 136 4
176 795 35
1192 1037 48
1416 319 20
1522 1597 14
612 700 2
1407 534 2
954 973 46
904 1179 34
892 195 31
186 775 6
162 868 43
251 1244 41
1189 1450 3
1307 384 36
566 368 35
1519 1440 25
1351 954 18
328 315 18
1482 1103 32
391 476 24
1083 824 45
898 769 12
222 1082 18
341 922 42
1061 231 38
510 1242 47
1455 284 2
617 215 31
987 24 30
117 371 37
524 607 29
856 1017 28
426 1245 16
717 535 36
1451 531 46
1164 1016 31
506 1526 15
1034 759 38
174 1546 8
479 1523 41
1240 788 16
344 1464 12
1563 447 4
694 904 14
1275 951 14
541 673 39
73 238 4
914 804 18
1337 697 22
1281 875 29
541 124 29
163 1373 20
755 595 16
517 101 32
1132 1436 2
1501 215 21
177 1506 12
1413 432 22
346 182 14
394 354 31
1489 187 15
637 1451 49
750 190 23
1407 1187 11
968 1225 34
1054 456 32
3 127 6
1019 681 20
1398 603 12
1281 1523 48
1475 1141 21
91 1253 44
1303 414 14
976 1224 46
1512 789 31
904 1587 38
290 580 35
1180 1362 15
651 541 15
1494 100 46
1305 1102 6
152 521 48
1091 1008 48
823 380 29
999 1033 38
567 1407 6
453 558 10
1274 1490 26
892 1245 40
1250 212 19
1213 1257 11
143 1390 9
813 1402 5
59 1202 43
1439 1373 3
1571 762 15
1007 1010 4
1431 1567 16
278 652 19
1452 1268 31
1497 50 41
1349 439 17
603 1186 20
644 1472 1
243 614 4
227 1255 30
1353 1115 41
297 703 19
383 1045 22
470 1220 25
1423 470 3
1079 954 7
1185 255 12
1504 894 45
1203 1597 4
1543 198 6
131 1402 19
631 725 4
1427 428 14
741 797 22
1351 708 11
1182 152 18
1460 958 12
728 462 44
364 1528 39
931 336 5
167 1206 46
713 756 11
1076 649 9
893 960 29
140 622 10
1449 287 27
1181 1055 33
1352 95 3
1097 1565 11
1420 211 25
1466 694 36
342 1446 1
506 493 29
891 680 14
349 985 20
438 480 1
431 513 16
941 1021 9
104 354 31
813 386 35
1058 191 3
265 1100 36
966 918 37
768 950 2
1 1414 7
1475 879 10
497 917 1
484 345 5
1119 436 8
410 1366 19
1302 787 33
1123 565 21
326 1435 14
336 1546 45
586 1555 45
1166 395 8
637 151 15
614 91 10
1320 1125 18
339 622 27
695 504 7
1358 1211 5
357 296 27
100 265 13
176 206 19
170 220 14
1232 98 31
1209 433 33
1314 1382 49
99 185 28
1249 1169 17
1370 1578 28
203 1513 8
1051 1005 11
541 492 16
583 938 45
1314 909 29
621 1395 42
665 1495 30
933 481 3
147 1197 42
1348 901 27
1264 958 22
15 1587 36
533 1346 1
971 177 26
1466 531 30
29 672 49
201 1386 48
848 670 17
278 611 18
1415 1055 27
830 350 33
162 1028 12
1124 1414 32
1228 375 21
81 841 30
6 547 49
1402 921 48
1551 42 22
205 1497 4
524 478 39
1429 571 5
656 100 34
245 1385 48
598 13 25
1003 287 6
1590 702 24
1579 675 19
1278 1484 45
745 208 9
1418 279 41
216 1209 31
939 1303 38
1313 389 5
682 1288 22
1404 778 22
815 415 47
1543 55 25
767 1109 24
328 1274 39
217 1017 28
1514 696 2
1488 625 7
272 1171 9
476 942 11
1245 990 8
685 1419 45
1489 1088 45
261 1518 1
522 806 4
1422 619 4
1460 1480 41
1161 538 24
1017 863 5
132 1552 46
1424 1113 16
645 283 46
1452 433 36
199 391 31
937 965 32
1500 1334 8
1399 211 1
270 746 36
432 17 21
66 1073 48
1171 1182 28
406 1243 15
279 361 39
1383 933 13
173 819 9
898 19 13
1436 865 20
251 1219 37
775 1001 13
575 271 10
380 281 8
1249 728 19
39 478 48
1271 1137 30
68 828 34
261 1214 19
412 1551 14
691 949 10
1517 1263 2
1309 845 28
1004 1284 8
171 318 17
1325 213 24
964 762 43
958 475 43
21 1118 45
678 555 7
1136 712 32
1568 434 12
655 1078 35
1216 1077 11
611 1342 40
1512 871 34
861 84 19
1349 1143 27
837 1127 13
923 814 45
222 329 33
1373 336 45
1230 1105 43
601 1520 9
1197 804 35
970 809 32
1193 384 23
484 697 30
325 574 26
1554 691 34
1028 476 41
858 715 41
9 385 16
942 418 36
1338 1061 18
1193 831 14
1493 465 12
290 936 13
1009 114 28
1143 1041 12
1324 1304 11
1283 283 12
1374 326 31
498 1151 37
642 478 44
543 544 47
124 1069 23
401 231 17
1455 1452 45
29 346 6
1220 768 49
792 626 20
690 72 44
209 290 17
260 644 32
104 1476 13
762 997 47
696 502 20
1526 261 26
1425 6 20
487 110 31
1068 333 46
980 366 35
672 1048 36
539 160 13
1189 832 11
81 52 9
1302 787 16
1285 1418 40
1592 295 3
124 1261 15
661 148 43
220 381 41
805 1058 12
193 1486 16
1110 504 24
289 1030 10
1480 689 16
1594 1059 7
1354 882 22
895 916 20
982 286 40
1265 1389 21
538 20 10
671 1222 6
1126 828 48
1500 1333 49
1552 188 32
1301 883 7
929 983 20
407 1183 42
1286 725 40
631 1151 43
1316 188 14
428 1094 42
1452 527 10
678 1175 48
233 1003 37
1187 1277 11
902 826 30
430 287 28
1072 986 47
1304 1426 2
814 1288 30
1483 1349 41
506 1226 16
334 100 12
308 1127 6
664 553 19
1362 756 14
1597 1044 29
1541 233 29
58 1575 27
729 1582 12
72 363 42
1365 85 33
821 1134 29
810 555 24
1192 454 34
1500 1234 31
165 1502 5
1185 586 9
128 413 27
439 428 12
459 52 25
1184 742 19
178 793 9
1302 994 28
1419 880 39
1270 1038 22
1149 1280 22
1063 1433 45
287 286 43
1412 411 13
566 1257 28
600 1357 33
1078 891 30
375 386 42
1039 826 25
1214 126 42
566 1133 29
1543 1423 5
1533 1586 49
917 46 36
592 810 39
700 1400 33
1251 457 26
168 1372 7
872 1530 22
779 211 47
47 268 32
22 800 32
1362 1362 46
99 339 38
642 105 3
19 79 13
411 587 29
1124 557 10
156 438 39
397 808 22
165 467 33
205 1375 45
561 614 40
1587 417 31
1022 680 37
488 657 4
385 316 25
1514 460 16
1090 1443 5
209 1140 14
80 1357 24
1282 981 48
1039 35 20
1244 905 34
1177 1168 32
936 548 23
947 1215 28
1409 938 41
1361 332 45
1498 1021 22
1056 204 39
500 1559 25
422 379 11
244 36 21
382 1508 16
518 507 26
134 334 21
415 1525 48
725 839 7
240 19 8
916 1202 41
8 370 4
1483 121 35
139 1192 17
1541 975 41
971 183 4
1508 1371 24
1046 920 2
287 366 36
528 259 30
567 378 15
967 237 46
190 349 13
1226 713 43
1265 1157 38
877 561 38
1562 389 28
648 310 33
777 766 30
1408 1383 10
1050 188 22
465 1311 35
51 144 1
1229 941 41
1378 490 38
1235 1316 32
237 342 27
265 750 10
1108 1498 9
235 1572 30
1356 194 19
1161 530 31
1075 1540 44
659 1347 17
904 1136 37
695 738 24
191 796 14
151 931 16
313 680 49
374 1040 14
1157 1130 39
1571 591 9
582 241 12
1177 194 46
170 1450 1
1270 1374 17
1559 1546 16
1297 1378 45
1196 91 1
221 1552 42
1142 1489 10
558 955 39
446 227 42
1433 1238 14
1516 1471 19
1268 207 45
1243 44 34
7 1284 49
934 82 11
706 1552 40
410 1529 32
639 179 23
412 223 14
982 807 25
464 756 26
1574 1172 2
1476 1232 37
1481 1484 49
717 805 49
1203 38 44
1523 427 42
1482 1529 22
571 360 15
1155 1432 45
1248 997 16
1130 701 4
1436 531 27
42 1401 9
36 1231 28
302 1009 4
171 632 21
1398 20 29
964 90 20
1271 126 1
1245 78 1
254 133 38
523 672 42
557 908 19
846 82 28
302 224 40
459 415 19
436 21 14
584 1445 49
802 1270 14
567 1453 16
1449 153 28
1466 1416 38
1491 400 8
903 174 32
9 1217 35
567 187 49
1203 628 47
1530 908 49
1020 293 48
679 120 45
619 660 7
937 124 46
894 937 15
633 744 15
126 126 16
754 33 27
1208 987 45
1200 196 31
1083 41 17
994 774 45
755 308 26
977 770 37
1496 1272 25
564 1107 17
341 52 9
1135 725 47
154 1315 25
1151 486 4
1384 1518 7
9 256 18
473 724 44
454 993 13
596 33 33
1547 1497 12
1198 1267 25
1473 59 29
1146 1239 47
274 1246 34
84 76 19
1290 625 17
1102 481 47
1342 1516 42
543 1484 13
120 656 28
774 1225 32
379 66 35
563 266 32
716 397 3
810 449 24
1261 326 2
1298 436 13
1034 1236 47
675 1380 48
1034 1229 25
331 1460 28
182 1249 41
1341 510 4
90 1575 36
1079 420 20
1509 1276 45
467 1034 44
418 1166 12
831 460 1
236 405 9
1476 289 20
642 789 49
676 1007 12
1393 295 32
1190 568 17
164 1271 31
632 1465 2
198 1062 34
355 493 39
1070 1467 16
817 309 3
1369 674 8
1172 975 18
1393 292 1
901 1141 37
1105 1095 42
374 21 20
260 1570 47
1243 222 17
333 92 29
733 661 34
77 615 19
884 230 7
300 554 15
492 110 23
1556 1125 42
699 211 8
663 672 23
1053 184 34
808 1187 12
1429 834 35
910 241 20
306 997 34
736 393 11
777 89 22
1411 661 12
536 432 48
1300 744 24
776 1077 46
225 406 7
830 1443 40
435 1476 43
709 1195 26
647 270 39
1102 871 38
995 1178 11
1342 542 45
185 380 21
1140 891 13
1571 520 13
1133 1329 15
154 991 44
914 1072 39
625 275 43
1013 939 47
501 980 29
1580 1132 20
1283 707 22
941 1188 23
1172 32 38
135 117 49
836 217 25
1579 114 40
540 161 17
71 146 15
732 202 49
748 905 46
94 791 36
910 294 41
183 965 11
35 373 19
1559 158 12
292 1449 34
1150 592 30
173 980 44
1126 1443 3
541 1291 25
688 1327 2
1372 656 34
567 1048 48
1091 664 38
621 1262 28
1054 1582 16
454 878 27
753 1598 17
1092 530 41
1175 671 28
1047 439 10
1074 607 5
1260 1325 10
961 653 40
1315 1179 14
1279 1189 33
741 36 19
781 210 38
501 282 16
1070 466 41
251 847 30
1155 950 48
601 1164 3
526 1177 26
1111 866 21
330 942 45
83 425 46
1286 176 37
16 484 21
597 764 38
1553 861 5
757 784 7
217 1320 48
1356 695 27
1342 1447 15
80 138 11
744 188 8
823 1468 3
785 254 20
644 1093 36
1170 1154 48
1456 404 25
1132 603 4
977 319 40
542 949 38
432 1005 3
699 1531 37
960 292 35
502 400 22
1371 979 27
366 1444 9
245 615 10
801 415 28
994 159 22
551 764 3
749 41 16
1336 579 11
1248 667 39
1067 1336 7
215 755 29
1253 1136 32
1366 734 41
210 841 19
930 1426 11
350 1176 26
729 262 32
5 1507 40
1517 1374 46
74 1197 11
362 634 1
210 471 44
1081 972 22
380 1558 7
1102 1145 36
1206 1203 29
472 1304 41
895 1258 27
531 368 38
368 820 25
967 1547 43
1119 941 35
1066 1540 16
142 1418 5
919 856 20
1593 886 23
876 145 15
1508 1429 31
136 150 18
568 1138 14
825 1263 13
1548 650 35
743 1332 22
137 1548 16
1298 1135 14
1329 1397 42
1055 690 47
1299 1159 49
767 793 10
616 1084 46
407 915 12
250 724 46
1012 920 18
1023 566 10
1288 1216 36
884 1168 29
791 837 22
938 1249 4
435 668 27
1080 377 43
343 352 22
888 293 30
1094 234 34
1349 996 14
736 916 48
1234 521 43
776 1205 19
86 1168 32
1535 1269 45
443 1248 3
1519 83 39
1565 665 41
1451 1529 10
1579 382 1
496 435 9
1208 1412 10
353 333 5
446 1029 42
409 469 25
1053 115 37
33 475 34
833 32 19
1206 1000 37
8 1018 26
262 71 15
1444 1308 2
998 467 39
945 867 42
605 700 26
574 578 23
1375 945 10
455 1150 40
1368 792 12
63 558 17
67 528 18
625 331 25
168 1163 29
979 1156 27
815 236 10
735 737 21
1231 1237 20
933 960 15
308 1372 44
952 1160 38
660 492 6
431 292 4
422 1214 1
1351 983 1
432 1152 47
5 1012 43
444 317 16
1538 1295 42
1132 1312 9
1314 1103 22
757 1200 27
797 983 46
254 1396 40
1326 1387 30
1447 593 21
1099 1213 43
869 866 11
384 1029 10
474 944 44
1238 1350 14
201 798 2
1096 939 23
541 859 36
241 750 49
2 847 31
514 977 14
49 1016 27
804 699 20
1122 418 12
1323 421 20
770 1343 14
761 1564 16
1176 523 4
870 502 12
1205 962 35
561 1111 37
531 1211 33
916 211 14
1394 768 3
258 1281 48
590 1547 26
333 143 49
260 981 27
378 530 32
1251 429 8
658 1272 37
518 57 27
1110 956 4
919 210 31
920 616 32
182 1206 34
597 1129 44
437 1088 4
143 37 7
411 1436 32
1315 1346 14
38 1126 46
1502 1255 24
337 344 30
520 311 42
1202 423 3
567 11 48
773 789 17
1011 1462 11
1097 1569 14
792 68 19
51 1558 45
11 378 27
54 1103 37
592 285 20
191 1569 40
287 703 37
1435 1505 33
294 271 20
474 580 24
321 979 25
1446 840 25
1445 1422 20
492 1025 24
883 765 26
399 302 27
487 1173 17
1479 1160 36
491 818 44
601 612 39
1032 1360 37
985 94 18
363 986 3
194 321 24
1162 853 22
1486 652 37
1067 725 27
1295 618 47
595 543 44
1242 1545 1
620 208 34
1107 878 33
428 830 11
425 182 4
987 1263 12
1115 332 36
1560 222 44
216 468 16
543 1466 44
750 1241 48
660 376 18
1218 1369 29
211 761 28
1447 631 35
204 612 15
798 1399 22
550 664 9
1081 1474 8
146 684 4
1246 247 1
1047 357 12
1423 34 10
242 1547 48
1246 126 45
1549 1233 35
585 1409 40
1087 367 20
92 1379 24
848 178 14
167 1125 41
1219 309 31
1233 899 10
535 1210 6
211 389 48
614 728 39
1348 1567 10
1432 850 20
963 793 24
36 900 30
949 516 44
1411 1298 4
1312 553 3
92 826 12
539 1484 38
852 458 45
1055 121 32
1492 556 1
289 144 45
1087 1538 35
1092 702 49
594 652 34
1335 970 4
1371 1240 31
620 36 44
338 591 18
493 892 2
863 562 38
561 687 1
1016 212 2
47 634 20
1220 466 40
808 1261 20
1575 1229 30
516 1165 26
1212 1009 26
1161 1178 3
863 1205 18
687 394 44
214 332 3
985 96 7
602 793 15
767 1385 35
478 1355 23
1003 156 47
70 1342 24
432 806 27
1403 581 48
606 475 35
1198 382 13
1099 417 24
1585 1229 5
1170 711 33
1381 220 41
1353 222 2
1124 1564 23
1068 322 7
1287 1068 33
125 313 8
900 1236 16
1047 887 15
373 1380 15
1551 1399 31
119 1554 17
623 56 37
1462 747 37
1578 850 44
1591 290 39
1111 1266 4
1220 169 32
973 1349 40
385 597 3
570 183 8
948 76 32
15 1503 26
871 1402 21
1531 1468 29
243 42 21
809 34 8
683 375 37
727 1597 41
521 1514 38
1025 323 45
1244 1047 32
1541 162 34
1032 949 49
963 1129 14
1174 1225 22
257 1106 34
913 54 29
516 1484 48
139 19 15
496 1525 28
1236 879 46
1149 584 40
1544 1399 36
1300 1244 44
882 311 11
1082 1200 3
644 1355 40
930 431 30
91 1108 10
1087 348 48
1295 611 4
0 1520 9
436 507 45
554 1044 17
756 715 11
1294 1504 11
781 1319 36
744 1223 3
1170 1336 49
1049 1385 31
774 169 36
1555 43 23
728 1183 22
1229 3 40
1250 424 2
1506 1400 37
699 994 22
592 547 34
679 1532 44
10 886 25
924 1178 18
1415 360 28
496 150 46
1314 874 2
935 718 3
1588 1483 1
1372 159 39
515 427 7
992 1171 9
1547 376 26
1347 1274 34
1165 29 41
702 1599 38
1329 987 13
1139 47 26
81 956 16
1577 1420 21
389 60 8
368 1377 38
523 947 21
997 88 37
1431 1529 20
374 331 16
1481 42 38
1130 1329 34
1538 855 27
138 358 27
242 269 20
1394 208 33
363 711 7
179 215 47
152 670 8
1559 1477 49
1461 1015 19
880 817 45
175 378 48
447 287 41
135 727 28
1328 195 5
331 1313 22
50 1072 33
375 112 20
865 649 27
1495 18 35
130 1571 1
144 164 38
1560 1406 22
752 212 18
566 576 3
1154 95 26
130 543 45
582 1276 34
693 548 20
1456 452 15
214 539 42
1523 1166 37
958 948 28
435 1110 4
952 431 41
18 551 46
935 1087 33
366 19 41
630 1120 42
1439 405 38
1481 878 36
400 1005 25
395 352 12
1221 1273 40
1503 1595 41
1458 207 9
1500 118 4
1309 370 17
977 899 3
1171 1379 32
876 1392 38
657 214 45
1478 680 9
1320 246 29
1467 1484 43
1254 600 1
1494 846 38
1040 1076 39
239 733 16
807 1030 18
101 496 37
509 311 36
1053 427 20
697 299 3
1483 1488 23
1004 753 40
821 1323 26
1500 1287 49
295 620 48
825 468 3
90 1176 13
243 177 49
383 505 28
9 1492 2
1495 27 26
536 1420 35
1072 57 4
834 1342 17
637 1439 14
751 572 23
1555 1436 41
946 114 30
1367 310 42
1455 1087 47
1346 1444 38
1502 397 44
823 467 41
620 663 33
1140 1334 26
183 1414 23
1526 267 28
1182 375 44
1052 704 44
1063 73 34
1119 1011 36
1510 1396 15
1347 480 41
377 788 13
250 1266 29
1121 392 32
1286 335 33
1568 589 18
886 58 5
183 1264 10
1370 59 47
770 1526 35
246 1065 21
938 886 42
1353 1082 43
488 99 27
46 575 42
1075 737 36
1062 84 5
81 1167 12
1256 801 41
1428 1096 19
287 874 49
1572 702 11
1035 1410 1
1514 184 21
1394 1527 10
618 781 17
1522 527 40
1210 2 41
185 57 47
1366 682 14
683 572 48
1265 677 14
495 62 34
322 708 48
668 407 45
693 393 33
563 1582 32
201 588 5
1076 102 15
872 1253 33
1565 383 16
88 317 44
1255 877 48
898 468 31
400 289 35
162 570 11
1062 280 20
830 1561 37
1540 811 45
623 930 1
219 1102 35
448 415 12
865 997 27
406 242 17
1302 327 10
701 82 9
430 1573 16
1357 107 18
589 333 39
643 707 48
650 682 32
768 618 43
520 1435 37
1389 978 26
1335 795 14
240 152 46
1115 522 15
13 776 40
229 677 17
213 1081 2
439 1167 45
372 882 5
1163 68 12
1496 1136 46
1113 1093 44
954 930 28
1038 67 6
586 1174 26
836 1346 8
88 82 21
413 227 3
1506 1480 35
0 1239 37
185 435 8
1123 491 27
1562 1026 6
1531 1328 3
1011 1075 19
305 937 38
847 642 42
458 1197 22
1303 1569 1
127 544 20
560 1175 13
1063 1174 14
838 225 24
350 347 37
233 594 8
20 482 37
1504 1261 18
417 245 27
1432 155 39
158 1359 28
993 706 11
981 231 7
1367 484 8
999 1585 43
449 1537 33
1169 1361 45
1513 1308 36
1265 360 35
942 1405 24
778 1234 34
938 241 6
565 1470 6
1067 1544 31
411 784 18
847 1530 47
971 455 23
160 1435 48
824 1002 2
1406 1566 25
53 18 3
797 203 17
1345 1232 37
1272 807 6
926 725 5
948 1590 21
1039 546 30
123 910 10
381 1261 1
731 1151 5
412 202 49
411 930 14
252 600 11
923 1554 11
1157 1031 25
637 109 46
792 843 23
627 1218 35
287 235 46
784 23 16
1508 593 15
1113 637 36
224 1562 35
421 1318 10
594 163 44
1499 262 10
967 612 36
323 556 46
522 1499 29
1186 1029 10
179 337 15
49 755 10
790 58 3
444 1145 15
1388 1299 12
62 938 13
928 1378 18
1003 194 29
648 955 49
279 551 33
264 1481 35
1275 388 22
1125 1087 43
1058 141 9
290 1180 36
331 486 41
699 1121 38
1572 229 38
1450 894 6
1119 984 24
407 910 38
774 346 18
662 1002 2
327 707 44
629 263 8
541 1099 26
684 1245 35
241 803 21
75 1101 21
369 1192 44
88 1366 28
1487 1402 15
701 498 30
424 53 1
1043 482 12
1524 573 41
1480 7 43
36 1450 35
304 968 25
886 421 37
165 560 24
1393 1457 19
1492 59 14
1467 667 9
398 1130 34
44 586 24
1005 1238 25
772 253 2
604 1511 20
945 81 27
116 745 45
1225 361 22
1123 765 4
886 1392 42
1025 373 38
725 980 46
169 1418 2
967 1007 46
632 1411 41
819 105 45
1074 180 41
432 1045 48
56 1564 48
1512 1594 49
763 297 26
337 603 6
1209 125 46
871 237 13
858 602 47
972 1580 14
626 612 34
412 449 39
802 1375 20
380 775 10
1326 1478 15
906 245 46
1113 252 47
996 106 23
827 217 8
147 627 15
964 1517 11
1169 424 37
1165 521 10
1536 585 40
965 845 16
28 157 2
547 247 14
1409 1277 26
581 1511 14
1261 48 33
1558 505 11
864 1063 29
184 1336 32
1396 382 20
7 881 3
777 85 13
1135 438 15
228 622 25
9 816 5
1082 374 18
25 937 12
426 303 31
281 128 9
1078 1370 34
930 1290 44
249 336 26
477 1545 20
21 189 46
598 1491 28
224 849 10
228 1479 6
374 20 29
871 290 21
693 904 12
305 254 41
71 666 48
186 407 17
235 1221 28
469 612 30
923 1288 41
767 161 42
211 1479 33
665 353 13
1476 46 3
874 1474 35
503 1423 1
1015 1248 15
1269 1563 31
1171 249 10
534 349 20
341 1173 17
22 437 25
696 367 31
102 61 10
292 1134 49
1425 1297 15
655 694 35
815 201 24
491 1552 12
1214 108 21
911 437 6
551 718 38
599 1552 1
767 314 47
175 775 47
744 948 11
1064 905 19
160 859 8
1111 1480 9
591 1424 28
1087 1016 34
117 760 8
1128 84 36
1570 414 27
757 1214 46
1377 506 27
1059 879 37
1302 1387 43
759 955 11
1384 1262 20
723 722 15
1259 721 13
751 1186 12
1382 381 49
44 609 21
357 1108 43
558 1073 2
350 1303 41
1167 1404 11
559 796 32
799 115 42
926 1528 13
1583 1233 14
262 1261 12
931 1404 22
14 515 23
1327 867 42
1337 1435 27
1406 763 26
1579 1345 22
633 649 16
591 1574 22
426 1199 6
20 561 13
1524 642 3
689 1492 6
1016 166 47
149 1396 8
734 1405 30
1456 591 5
111 708 13
689 602 18
4 1341 42
1321 739 20
524 1329 5
131 1515 48
1468 928 44
703 553 22
1483 914 43
904 304 32
464 781 21
1139 407 28
600 1129 25
1110 156 48
620 432 4
123 840 36
1329 1167 29
235 638 22
481 1386 47
595 205 49
211 569 18
259 1594 17
1488 1258 4
1496 522 26
