800 5000
254 196 40
623 711 13
552 30 46
456 653 30
732 661 6
751 575 16
536 669 10
608 149 17
297 310 43
760 59 22
246 683 35
700 729 32
335 281 6
502 208 46
451 665 18
728 279 27
601 101 45
750 227 22
221 551 19
169 200 11
356 35 16
224 263 48
256 492 41
443 103 38
22 731 33
572 496 39
28 673 39
136 83 12
52 554 11
197 33 25
620 539 1
605 726 30
759 787 32
30 260 28
543 687 3
619 291 49
281 591 35
187 299 45
169 407 29
434 118 49
535 451 25
72 1 34
176 450 14
717 723 6
90 287 30
452 228 19
196 455 30
478 659 27
66 381 48
95 530 17
438 678 36
293 230 2
666 723 20
56 31 32
134 352 8
225 487 7
177 639 45
581 111 27
514 700 37
409 507 46
148 527 23
622 292 40
752 61 18
735 130 43
722 143 11
669 283 23
446 265 9
588 764 29
632 709 20
84 202 42
748 394 27
118 102 41
591 20 32
247 709 17
388 355 23
757 782 26
720 400 9
450 78 25
300 5 6
0 302 48
220 757 27
424 174 17
518 363 20
76 339 37
241 446 27
578 587 8
48 716 35
554 665 48
700 542 9
17 470 48
424 606 37
357 447 25
210 321 31
547 196 16
236 555 44
48 253 23
464 531 18
191 700 34
263 53 25
220 167 4
546 746 45
204 20 46
555 670 17
47 574 48
506 370 10
332 612 25
6 5 30
581 720 7
275 278 39
391 566 44
737 582 14
340 188 6
135 296 18
336 135 29
90 159 36
792 546 14
12 387 15
668 777 40
414 575 23
184 349 15
124 437 48
129 547 27
166 155 14
752 621 22
642 161 9
626 436 21
763 600 13
589 130 36
58 289 20
504 529 27
424 726 23
16 459 18
570 411 25
453 432 19
461 787 13
392 716 12
160 560 33
408 781 1
251 535 39
435 788 48
633 395 38
423 2 43
391 499 48
369 161 23
588 628 21
289 94 37
130 748 41
545 192 39
444 438 32
227 196 13
732 734 10
717 780 48
790 528 30
126 46 48
733 358 10
193 527 1
763 147 18
331 261 30
269 511 36
422 454 44
327 259 49
276 502 39
87 327 42
713 375 44
770 504 31
309 575 9
642 696 34
388 493 33
42 247 14
525 454 11
674 284 7
763 358 49
372 463 41
652 747 2
449 57 21
48 151 46
242 161 35
54 529 19
569 552 3
696 304 8
267 718 35
646 730 27
457 734 29
258 798 35
477 540 26
421 305 12
630 778 27
614 319 19
426 424 44
486 741 18
166 41 2
467 343 34
512 449 36
598 523 41
791 642 2
413 502 16
796 675 30
320 164 3
612 684 32
749 655 2
628 19 20
669 118 40
704 333 34
86 166 15
238 603 16
645 170 34
488 722 36
344 136 19
597 791 8
404 49 21
667 492 7
325 666 8
410 575 24
407 372 11
96 622 44
359 215 35
426 371 42
790 26 43
530 287 9
783 422 43
145 285 8
571 596 16
359 57 5
415 524 35
643 570 15
794 305 16
596 8 25
313 457 46
351 412 41
762 388 9
331 387 40
204 383 6
629 622 24
125 595 41
112 92 15
513 144 25
286 468 45
772 753 49
69 464 20
46 96 45
36 549 3
656 118 23
660 156 44
49 397 48
435 163 44
73 755 44
161 693 18
791 282 15
638 728 23
186 613 28
200 253 44
85 579 4
618 181 9
718 443 2
108 524 9
620 558 32
631 106 26
400 226 38
249 667 20
193 422 2
353 211 33
222 560 3
268 500 26
26 289 34
608 674 19
444 191 2
550 356 5
480 533 32
359 179 33
197 522 21
103 554 32
488 484 20
765 392 7
445 187 46
758 366 17
794 124 1
295 308 45
147 510 6
682 206 30
393 519 14
151 402 34
526 354 34
372 403 35
544 27 19
102 487 45
325 336 43
436 635 18
40 400 33
697 112 28
700 94 5
155 472 38
438 284 34
104 620 5
709 225 43
764 564 12
787 706 8
522 797 32
697 306 32
785 558 47
573 767 18
605 794 19
322 589 46
338 461 37
744 286 18
229 180 2
510 127 16
247 267 19
526 571 3
279 472 39
112 603 1
758 314 36
18 213 8
22 465 33
392 584 47
59 19 27
222 441 30
565 558 9
777 87 20
271 727 33
9 774 39
273 422 39
504 533 34
63 67 30
465 438 30
715 638 42
562 141 31
385 733 31
339 276 22
217 768 23
365 306 27
375 154 41
39 774 34
475 20 8
504 230 21
619 155 5
748 74 6
35 234 17
738 750 23
380 297 22
586 329 11
205 641 2
625 368 35
279 231 12
366 188 10
486 512 47
396 201 1
406 69 36
632 657 31
30 515 22
319 612 47
135 660 39
685 740 35
787 69 29
737 253 40
742 555 31
110 765 26
374 105 45
127 730 2
11 693 39
625 625 13
35 676 39
146 637 15
446 170 1
621 526 22
388 624 18
73 363 17
765 440 29
396 228 17
36 642 26
562 178 40
548 417 25
663 725 40
45 259 43
273 690 33
587 389 17
473 120 12
421 776 6
130 260 38
32 202 16
444 81 39
461 579 41
341 714 43
152 51 12
462 280 10
643 288 30
203 88 16
239 309 49
179 284 25
61 59 29
397 655 37
295 41 1
77 313 17
554 453 21
451 605 42
664 468 1
111 321 3
276 31 11
177 607 38
773 30 19
54 432 9
766 84 38
46 716 10
293 277 4
15 90 16
320 561 15
763 251 33
644 477 3
722 381 33
211 173 23
575 110 11
258 179 23
417 685 10
555 449 41
266 393 34
784 263 44
716 594 15
536 771 15
80 505 11
478 177 39
454 322 47
475 174 37
536 670 13
180 162 43
605 108 39
114 722 34
673 424 5
112 221 34
65 798 11
547 446 4
37 374 2
700 479 34
556 475 18
753 564 43
541 787 4
638 262 17
358 352 16
170 481 4
56 587 4
112 411 29
324 258 7
622 303 15
154 364 8
339 309 12
541 789 36
522 122 36
634 24 8
715 316 1
479 634 37
486 315 21
37 763 19
256 263 18
51 287 27
4 656 16
721 672 15
661 395 32
784 76 16
172 374 1
211 587 30
261 556 28
25 162 19
47 400 28
277 377 9
676 262 21
595 493 17
19 729 30
509 245 25
712 600 44
432 39 41
148 567 21
468 253 15
49 561 5
30 606 35
34 519 17
564 52 38
750 593 15
730 199 9
117 751 25
136 101 14
286 203 35
567 754 37
775 356 22
571 210 6
715 776 28
719 391 35
248 488 13
699 196 27
770 164 47
327 638 18
606 610 26
86 428 26
730 570 11
332 615 24
92 357 19
656 169 47
553 779 26
688 137 35
122 292 8
136 205 6
435 712 22
111 507 8
775 449 9
466 182 28
653 19 42
501 246 26
741 361 5
117 493 48
22 714 4
480 10 20
234 391 15
640 664 49
770 795 37
739 706 8
281 541 30
290 21 17
191 427 47
586 503 41
9 556 33
228 308 23
300 75 15
19 473 24
691 624 25
389 497 45
190 226 26
71 366 40
172 660 9
740 635 35
224 310 12
636 567 20
514 502 48
142 372 28
69 672 7
489 647 8
485 409 2
553 516 39
273 43 24
423 101 16
480 385 28
391 196 42
476 531 12
526 793 5
709 445 40
263 581 18
760 44 7
114 607 24
25 703 9
792 763 7
391 357 3
445 374 15
476 196 34
161 43 24
626 23 23
400 385 41
510 395 38
698 627 46
383 292 27
516 131 3
111 320 46
149 297 12
766 141 4
371 284 24
300 449 22
388 116 2
370 676 36
624 69 45
463 654 14
454 253 27
495 119 44
404 365 8
181 168 45
305 73 33
122 207 47
126 124 7
646 45 3
135 742 6
644 357 39
220 337 26
660 744 47
522 279 28
52 730 34
307 554 24
421 454 18
36 690 3
441 361 16
767 211 5
122 3 28
7 122 46
36 370 21
188 120 40
212 329 17
92 628 22
45 202 44
161 668 32
472 656 34
592 2 39
72 364 2
345 78 22
480 21 38
563 310 33
790 652 23
192 714 36
179 396 45
631 574 25
675 593 42
380 43 16
405 250 21
692 205 42
72 697 49
114 295 17
546 712 32
110 292 30
152 402 38
653 260 30
389 105 41
546 16 32
192 649 15
49 640 26
628 285 1
373 481 33
709 237 13
585 403 11
73 0 8
194 784 27
113 238 22
220 333 27
597 197 34
764 120 29
392 1 26
24 353 22
344 546 3
334 143 13
792 639 36
415 43 2
639 501 42
142 187 46
564 597 1
155 235 6
453 87 31
248 617 12
625 788 40
242 353 32
140 132 33
440 42 10
262 585 36
541 535 20
627 211 25
207 788 26
559 263 6
505 586 32
568 752 27
785 357 47
97 642 40
617 367 39
556 685 37
627 325 28
419 210 41
791 786 19
534 488 22
146 436 29
157 519 36
264 111 38
483 44 32
125 172 40
84 281 18
460 626 47
22 439 12
641 648 16
684 178 24
153 697 39
557 332 25
173 637 35
60 305 14
232 108 3
790 478 10
29 380 18
93 345 10
117 39 18
274 664 36
26 353 27
777 755 13
525 213 44
558 787 42
713 545 41
345 512 43
372 132 24
439 588 14
680 257 6
797 96 47
447 795 9
311 275 8
261 559 32
47 756 15
522 78 48
290 604 31
81 74 24
619 492 11
675 481 19
462 34 6
690 465 21
354 706 2
690 522 31
601 246 12
5 615 26
128 712 35
608 561 33
93 370 25
398 176 3
626 394 31
164 163 22
700 652 13
200 22 3
23 473 9
668 680 39
606 578 31
180 548 48
783 17 27
459 426 15
312 383 17
587 203 3
722 781 10
539 642 1
788 705 15
789 263 2
766 502 35
348 305 24
47 13 24
352 647 44
99 483 10
83 511 25
55 603 49
590 33 3
623 65 41
548 274 29
255 547 13
46 355 44
27 360 32
387 496 32
62 184 49
489 32 7
326 106 9
355 21 33
359 299 5
644 526 43
160 276 17
53 777 5
768 295 36
141 324 25
572 691 20
581 680 30
469 338 9
245 47 44
601 66 2
471 82 48
377 449 21
740 584 38
287 612 5
506 499 39
231 29 37
1 708 23
109 513 36
414 268 46
53 700 38
236 205 47
539 70 39
64 348 16
504 103 42
79 131 26
82 783 25
213 5 5
284 257 39
673 799 9
695 388 49
721 293 13
63 173 17
382 266 49
737 472 47
135 673 38
44 616 22
597 272 8
642 499 29
574 363 22
765 380 23
774 481 17
645 192 21
514 224 5
142 660 24
296 234 48
737 772 48
591 19 41
563 247 49
520 122 48
636 46 6
782 541 4
642 41 47
25 266 46
759 514 32
375 168 10
139 107 34
779 528 38
334 600 26
279 148 37
459 71 41
163 147 32
747 711 5
314 122 30
698 494 12
248 142 45
312 185 27
611 381 7
17 372 36
184 179 48
404 360 38
390 468 16
270 677 46
449 311 36
539 707 28
1 572 35
134 34 5
656 282 12
226 308 26
116 462 41
372 734 16
269 64 14
749 369 22
12 444 38
424 738 43
497 494 10
78 388 40
293 418 31
593 192 8
405 117 20
110 484 6
651 175 16
753 739 19
179 346 49
608 548 12
772 449 34
77 632 36
608 36 13
171 498 3
622 299 46
498 395 10
231 90 37
320 709 6
547 610 30
425 184 44
282 534 3
760 270 3
69 122 32
564 281 26
123 293 17
122 430 47
506 775 30
74 449 25
446 251 6
475 585 7
796 481 29
83 28 17
208 718 10
229 172 8
652 23 13
673 532 24
68 316 35
83 447 32
729 239 5
94 212 43
355 318 27
158 661 3
758 128 39
701 253 36
633 559 20
106 546 19
315 571 22
116 580 32
334 356 34
210 28 23
391 786 18
787 488 38
99 459 25
401 202 22
486 195 44
550 592 41
650 458 22
669 579 4
502 343 11
623 541 12
645 402 21
417 308 8
558 476 47
414 32 49
366 134 22
222 137 1
36 671 39
111 12 30
40 256 30
692 182 30
44 589 33
33 345 31
150 33 37
669 297 40
523 437 46
103 176 14
606 737 13
238 3 46
109 140 27
622 434 46
157 214 25
49 482 35
537 180 33
345 79 35
155 601 28
421 21 39
60 233 19
478 217 29
254 113 19
73 470 25
411 656 37
376 464 42
41 674 8
302 460 37
292 709 24
16 172 27
58 186 9
659 340 26
572 178 21
663 249 36
104 365 29
564 121 37
504 73 11
63 79 36
692 638 40
419 680 8
648 6 22
319 519 27
247 349 10
608 264 18
157 90 18
740 595 1
499 455 37
481 786 13
26 557 13
609 437 27
401 611 32
604 323 27
119 453 2
672 148 45
474 557 8
246 392 6
88 314 6
478 11 35
264 346 43
48 239 34
537 326 16
527 289 14
790 629 30
499 461 14
203 360 38
796 223 28
761 56 27
531 68 6
99 164 41
220 80 27
305 212 40
102 246 12
193 624 43
143 433 12
594 122 19
550 26 26
171 145 4
216 255 31
538 197 41
379 276 43
401 226 1
458 315 37
323 178 44
736 368 7
795 203 16
756 241 39
21 120 14
693 176 7
548 272 16
617 76 25
59 221 20
502 195 28
121 283 47
149 112 14
88 194 6
678 596 25
368 153 22
724 368 34
29 487 35
570 158 8
449 307 16
163 757 36
341 574 36
573 211 28
784 84 39
107 323 41
458 670 7
342 572 15
318 737 9
612 615 18
727 659 31
792 81 24
147 234 48
361 298 2
428 640 12
102 632 6
67 10 20
787 626 47
316 387 33
420 399 7
217 702 25
694 390 12
470 328 2
651 655 16
744 524 3
570 4 15
94 405 45
292 224 13
663 376 15
80 82 27
479 226 48
633 79 23
108 670 22
561 341 23
593 531 28
191 629 28
628 368 29
96 225 33
10 456 12
287 452 37
489 59 6
300 519 37
71 138 42
691 78 39
679 727 36
376 64 7
150 391 42
441 777 47
263 782 18
798 533 2
180 318 49
7 94 9
580 412 14
625 295 44
260 136 45
156 759 32
365 693 45
754 562 25
217 510 27
711 381 21
323 290 46
110 492 23
779 703 5
115 751 8
117 615 43
178 357 17
288 461 37
487 58 17
219 380 37
306 728 8
173 419 20
567 388 18
291 324 34
9 361 14
71 292 22
540 704 49
389 316 45
726 143 15
33 456 36
747 545 46
749 181 15
234 737 16
215 353 7
319 690 3
510 394 36
181 450 11
144 400 4
245 250 9
68 586 12
180 137 43
145 433 20
743 18 28
71 529 28
386 38 8
434 239 10
260 538 17
51 352 13
192 319 27
185 507 24
293 118 23
418 638 19
102 10 8
90 403 30
320 452 1
60 588 42
637 420 2
606 650 11
430 203 23
274 736 38
191 83 46
40 383 22
441 331 31
148 747 21
403 118 30
776 318 12
737 514 15
519 609 24
368 544 6
686 392 9
212 623 14
32 474 12
594 549 19
203 696 5
23 59 31
683 241 43
317 232 48
31 432 16
730 620 21
103 554 41
195 258 21
244 59 33
280 513 34
2 279 15
425 373 30
614 634 14
222 77 5
29 447 42
187 394 42
256 350 22
237 73 30
605 639 49
296 622 22
504 308 25
242 579 22
164 141 1
403 656 17
496 489 7
743 148 46
38 743 34
407 400 12
196 416 19
705 115 12
338 145 12
58 313 4
524 396 24
606 248 3
365 355 36
584 707 27
253 159 11
536 602 10
155 436 23
3 449 43
344 539 36
110 696 13
353 339 12
236 527 16
363 763 46
556 615 10
256 67 9
500 333 48
612 97 34
331 12 12
727 501 43
548 104 5
449 427 9
614 711 20
371 321 27
53 423 33
779 752 46
477 581 33
393 596 1
33 482 24
252 636 25
154 213 20
477 170 48
588 380 41
367 306 42
104 589 20
36 299 46
222 93 40
62 33 22
67 307 49
12 541 40
794 21 32
777 533 11
49 392 12
472 28 7
794 621 44
210 222 37
555 478 24
627 88 33
715 514 41
522 0 30
141 326 34
711 191 8
100 291 35
795 170 17
30 373 38
262 797 6
103 717 2
599 543 39
161 301 38
235 671 41
696 658 47
701 789 42
409 667 33
242 179 41
218 489 9
462 496 22
620 149 12
262 79 34
119 773 6
132 570 39
557 284 40
198 31 13
709 473 33
557 114 14
364 459 32
161 82 18
705 647 14
332 374 19
666 195 29
259 591 40
412 147 20
735 702 7
388 508 9
708 280 34
345 314 4
120 603 47
277 199 26
550 193 38
739 307 8
785 35 44
473 586 14
150 76 28
331 717 36
321 139 18
65 454 18
788 130 33
310 437 33
637 796 7
507 71 47
417 750 12
542 271 27
694 623 43
40 159 29
156 211 14
606 312 10
271 677 42
555 460 6
25 747 9
135 731 12
740 158 10
31 777 39
751 586 6
219 495 9
742 393 40
556 616 19
773 146 8
120 354 21
259 185 42
19 222 49
373 416 29
752 87 32
482 306 33
331 347 35
721 85 6
8 722 41
585 646 44
190 29 2
446 715 11
772 304 21
644 758 19
686 265 35
249 791 13
123 125 6
150 195 49
518 694 42
214 328 40
441 643 48
601 475 7
777 398 42
61 483 1
28 553 17
655 323 5
608 408 19
268 261 41
246 187 35
258 735 2
788 399 23
350 605 43
798 100 22
208 83 18
311 502 35
47 494 18
7 725 49
545 267 27
513 270 46
326 4 41
14 456 4
551 790 41
498 239 38
160 642 41
99 430 36
398 241 21
26 389 41
523 76 29
334 525 17
705 559 7
705 787 22
45 111 5
324 279 5
350 792 26
716 280 41
463 599 39
452 589 47
668 220 9
507 673 28
582 621 32
157 302 34
639 164 7
343 474 25
347 745 18
400 18 2
30 194 43
284 18 26
280 358 2
449 765 47
774 721 26
198 125 36
73 81 3
703 772 49
479 561 22
301 403 36
560 90 21
333 89 43
263 439 22
414 621 8
596 655 16
582 150 31
97 363 10
693 534 1
270 108 42
275 440 35
244 24 29
76 25 22
99 77 42
442 193 7
673 538 16
208 179 7
294 534 16
314 747 20
664 521 12
337 11 23
133 741 38
483 582 9
451 117 23
143 774 36
123 587 4
631 494 24
733 41 13
669 342 39
612 654 42
192 527 42
185 486 48
794 752 42
60 629 11
647 637 35
240 536 41
199 651 17
222 129 14
110 788 10
668 770 40
322 105 6
478 587 32
482 773 45
32 105 46
419 748 46
371 677 29
188 433 11
401 471 30
767 337 13
387 39 36
714 53 7
650 555 49
169 197 11
550 51 11
592 647 20
158 469 41
680 404 28
646 661 11
268 502 37
386 514 40
102 652 30
203 626 35
621 298 3
36 460 27
183 124 19
531 782 15
227 447 3
615 385 22
46 409 41
782 312 27
691 682 43
630 410 30
162 612 24
659 547 38
311 537 40
486 774 2
404 119 14
621 415 45
646 236 33
647 95 32
250 575 4
365 300 27
323 740 36
24 554 23
230 682 19
162 676 38
325 139 14
68 317 33
53 399 25
2 380 7
39 389 49
330 567 4
756 618 36
171 745 40
89 103 2
193 796 43
442 270 35
181 740 24
228 108 11
302 764 34
601 447 8
614 411 44
485 353 16
156 349 10
93 779 7
725 282 34
487 525 6
566 588 23
754 170 40
741 746 42
668 701 40
90 276 45
602 241 21
625 0 23
650 743 7
620 735 30
202 525 47
667 589 13
621 365 1
145 347 17
701 663 8
181 185 3
645 668 34
334 185 12
332 452 7
313 77 15
191 369 21
792 784 7
726 534 5
516 568 12
382 83 40
406 589 32
180 49 7
273 740 6
725 332 1
593 484 28
275 614 34
195 75 31
763 2 1
111 540 18
142 764 44
599 80 21
764 102 49
434 720 22
394 781 11
307 304 10
712 702 40
85 195 7
199 458 9
417 564 12
434 461 19
276 611 7
726 242 32
508 150 34
449 298 9
504 161 13
3 390 17
190 447 5
266 338 45
114 283 10
148 81 28
