2000 5000
9 1299 46
192 1000 49
1138 593 43
556 608 21
874 527 40
468 292 40
1194 708 1
843 901 23
1810 1040 11
1764 532 8
1113 1440 13
451 522 5
338 35 9
1613 1916 29
1590 1130 25
1664 765 26
1916 300 3
326 307 2
720 888 42
712 1076 8
832 1393 39
1281 623 31
147 710 14
563 1807 22
362 857 18
693 697 47
1525 1228 36
1576 50 46
128 1522 3
606 932 7
1546 1189 49
1816 598 22
1553 1746 42
718 1381 2
1674 215 22
1692 1166 42
1702 443 27
681 1800 5
321 339 32
1830 237 44
1208 735 35
1769 34 39
1632 499 39
451 108 46
1989 771 28
403 651 49
1506 1851 46
316 172 15
764 1562 10
90 1928 45
552 1498 32
1587 691 15
1621 1985 49
1463 216 30
684 694 20
921 292 41
104 557 22
327 36 3
1789 238 6
1561 1259 39
1481 1791 39
1113 1279 47
1759 33 10
121 1114 24
1898 185 20
720 717 38
1027 265 4
1696 627 36
1225 1875 6
446 1353 7
816 543 36
1675 1686 46
210 250 36
766 1863 46
1731 1003 6
1079 123 37
562 1153 45
1500 182 45
172 1677 47
1497 139 8
996 1656 13
283 269 16
490 38 5
1071 1146 22
445 1060 44
333 1159 3
1494 1342 45
463 1161 29
322 17 3
1144 1673 33
294 1790 26
1938 1307 44
1061 1154 49
1895 52 20
269 169 40
671 521 37
926 584 17
1334 1521 34
1181 122 36
581 595 38
781 1310 5
34 101 49
338 1499 6
79 1700 47
1257 289 12
727 1323 4
640 1788 46
882 1705 25
1026 702 39
1894 155 23
474 1454 47
752 47 9
1707 1022 7
986 338 4
315 112 5
691 19 39
1448 337 47
767 84 42
1227 1293 8
813 1950 22
147 1899 29
793 1128 24
1263 1732 40
1245 508 28
606 88 26
1847 122 27
1818 1986 23
1666 347 44
1967 1554 20
1765 1811 7
1722 579 14
336 789 31
1147 1842 21
1297 719 21
1114 1927 32
1533 1211 15
303 1115 48
658 244 10
83 1249 22
18 177 6
1651 1594 7
1010 707 2
29 1325 48
1808 588 39
634 431 34
1135 1809 31
474 1136 38
457 801 30
1092 749 19
1286 1307 10
1151 341 18
945 1384 30
786 800 23
1241 868 31
1061 331 40
596 972 5
262 750 23
277 1315 13
1129 733 40
530 441 15
1415 1259 43
681 1043 39
1130 358 2
73 227 35
1769 117 7
930 1021 8
545 1903 21
1045 1231 23
202 109 20
1843 1554 44
1583 806 22
691 1811 18
1481 346 1
252 1110 33
481 1117 11
1264 1217 13
1393 1627 3
441 45 48
1749 351 30
636 1355 2
1221 1801 23
1180 1842 46
609 1642 13
1303 935 48
897 1440 15
1353 290 47
1528 1088 43
82 1247 35
332 361 34
1813 736 9
298 1227 15
470 1168 8
1130 1930 8
1264 662 3
1364 1641 43
1636 1617 3
1380 1524 11
1752 690 49
1465 585 27
629 820 13
1737 1194 46
1303 1623 13
1238 75 38
1142 609 28
556 1492 24
612 1341 38
210 494 45
32 1727 27
1226 1444 15
1822 1866 23
1595 1898 15
1855 810 18
379 1230 46
500 983 48
643 1015 27
182 1875 10
377 108 8
1797 805 15
237 368 34
1254 1340 22
1972 1241 19
539 897 25
1614 183 7
1005 594 16
1769 233 10
548 1553 34
831 260 39
711 736 15
1331 307 48
1713 1298 30
1903 691 30
384 700 42
134 1659 33
1423 643 49
1506 1419 18
1115 1938 2
417 589 1
524 851 2
1793 707 48
1931 1458 41
75 1231 29
1250 1491 31
218 1416 43
845 1475 24
1283 1981 49
1778 1411 38
1938 824 17
1886 1733 14
1185 1933 45
299 693 35
1741 537 5
186 123 49
485 1588 44
1820 623 29
651 387 4
391 791 40
375 284 39
185 1194 4
1633 1298 10
987 828 19
1620 1656 40
1289 1688 12
698 1784 16
1590 1765 44
1556 24 4
1677 207 16
1461 1547 4
477 1488 32
33 491 12
1974 1066 35
380 1914 37
930 601 3
1208 881 8
176 899 14
788 338 15
1194 1770 15
1638 113 20
81 968 19
576 1609 40
1754 1937 28
1254 954 33
927 1391 21
1763 1143 38
863 255 6
40 1474 47
91 442 44
876 57 46
1775 965 4
1797 176 25
518 910 46
759 362 10
1496 633 35
804 1771 18
903 1628 37
782 946 38
870 85 31
678 1420 11
471 137 1
226 286 21
1242 829 47
106 1732 18
1653 751 45
931 724 18
1180 1987 37
1934 168 32
856 149 32
534 62 2
1852 879 26
899 1517 37
19 1926 21
1306 494 48
1563 376 47
487 1822 18
1390 244 38
1434 1036 2
607 216 49
377 1361 37
269 297 31
646 51 39
381 1622 21
1857 159 8
1879 1233 48
358 206 7
1790 53 11
1874 136 11
511 396 47
876 183 1
1956 1228 20
1312 1676 21
1531 1092 15
1571 742 26
1107 79 7
1476 997 28
721 1049 19
716 92 8
219 200 32
1768 750 34
16 1284 25
815 1102 24
55 1088 13
691 1180 16
572 1720 28
1674 174 3
1732 999 13
1973 136 26
902 852 33
464 1897 41
541 1519 40
1317 1910 5
1647 259 5
878 1558 19
1558 1623 15
947 1248 6
571 289 16
98 964 1
316 1056 42
100 1462 24
88 663 8
245 1273 17
1820 346 40
944 861 1
1153 688 36
1434 1084 8
82 618 3
1228 1063 26
612 997 29
691 467 12
1252 1825 29
873 1314 28
499 610 45
1879 1978 13
391 1639 17
1778 1867 6
256 604 46
533 204 49
293 1906 28
240 1980 24
1111 228 24
829 68 2
888 1584 39
1921 1605 8
103 1496 28
366 1592 46
236 1648 31
405 1179 49
963 1657 39
368 238 28
1875 1986 11
1112 1080 44
1300 1811 26
593 1177 33
706 11 20
1593 334 28
1946 485 30
431 1673 14
513 1034 29
701 1969 44
1958 1376 49
1663 629 25
713 196 6
690 694 30
569 115 22
1578 1837 19
1975 140 22
1961 1842 24
188 301 27
804 994 32
1922 860 19
1581 954 35
485 1633 34
435 1961 19
568 780 17
1273 1187 37
1786 1629 33
341 190 46
994 1705 8
872 1329 16
611 661 29
1134 1649 37
1206 510 22
777 632 24
1588 557 46
477 855 8
1548 1909 33
1531 1830 27
1410 1135 12
1420 747 23
1291 1845 15
912 86 3
325 1134 43
730 723 4
605 1579 48
1913 462 1
1188 1192 4
336 1193 41
558 836 27
162 1963 35
61 1851 40
1675 1820 23
1810 1831 29
1035 922 34
817 589 33
1656 597 32
760 1684 20
1742 1940 15
1746 819 41
1204 853 26
536 1798 3
1903 412 4
233 758 42
42 769 39
369 690 27
793 1440 23
57 1298 43
497 423 45
930 1918 19
1969 1647 5
384 682 12
1013 1906 40
191 1046 6
399 337 8
1833 1970 19
1830 1953 47
475 695 23
865 10 20
841 1959 34
1432 1294 40
1241 1260 49
913 1220 23
1757 1199 30
233 1403 19
1211 733 20
769 1288 11
619 1641 44
1652 590 46
1843 34 30
489 862 40
1923 1460 13
62 1292 39
545 1638 8
1310 47 48
1362 964 4
57 99 11
1243 1446 45
1077 120 1
768 25 20
467 1748 48
575 1686 39
1771 176 40
1941 1452 6
563 71 4
1179 512 16
936 377 45
1754 1073 39
372 248 23
1390 167 7
220 1268 10
1145 484 39
1674 286 35
157 1651 33
1736 145 39
261 1593 5
1087 905 26
1141 1479 44
632 1155 6
951 405 46
1531 845 38
365 885 26
1281 1276 39
1756 58 6
1913 847 7
1803 857 46
1966 382 7
289 1486 31
1417 1789 45
1475 65 38
1458 1811 19
1207 686 26
1414 854 43
41 84 25
1305 319 18
154 568 6
1238 59 10
57 1306 25
1423 1272 4
35 489 25
895 172 26
1647 91 3
91 1825 17
130 934 26
92 661 36
841 940 8
1889 1662 27
1843 33 32
1592 700 28
1297 811 21
999 1665 22
320 834 15
540 446 32
601 296 24
525 1645 42
1615 1376 28
1111 359 33
547 1496 37
576 1852 17
224 1823 49
1961 1443 43
788 1614 5
1328 1026 15
1253 441 12
249 973 5
1516 50 4
483 75 47
1525 1270 33
950 1127 40
277 312 49
670 1081 16
909 247 33
963 1835 12
5 395 42
836 961 32
372 947 11
712 1131 32
1417 1663 21
0 506 17
1982 646 14
500 1456 4
138 639 2
841 1514 7
108 1209 32
266 929 10
1367 1162 3
1349 38 20
1706 1377 33
1188 441 16
1396 1570 39
1064 614 39
1827 1321 30
1943 1379 19
544 395 35
419 493 11
1027 766 21
1352 1313 44
576 646 21
646 1256 44
546 636 40
1585 634 24
1920 1388 45
456 917 24
954 163 1
1664 99 29
388 786 11
1973 1340 14
1477 1488 41
1572 728 34
1600 1494 22
461 651 37
778 1151 28
220 544 38
1161 620 42
293 391 22
283 414 41
770 983 23
38 241 14
889 1473 11
79 758 33
1708 639 46
893 363 48
601 510 15
1043 1028 34
726 1420 7
77 333 23
657 421 18
1294 942 22
1271 256 22
1648 157 15
546 133 19
1419 1911 42
81 844 10
769 1939 33
999 569 42
517 96 43
1382 694 11
1293 258 39
1145 967 24
1475 1327 29
944 505 3
833 1927 6
661 595 19
1105 1926 37
309 461 7
389 48 34
446 550 36
996 1434 5
183 351 25
1290 464 37
1811 1150 21
1672 484 47
1727 545 14
1510 679 1
1779 1534 10
759 1660 47
1484 726 6
1115 1670 19
992 1472 12
836 498 40
526 1058 38
1699 904 1
297 1045 38
309 178 47
1200 1158 31
1549 1442 37
992 331 46
756 388 35
661 242 11
320 248 27
493 1291 24
1326 848 38
545 1994 18
1570 851 33
1456 408 31
1607 24 28
274 1494 8
1041 179 30
2 1299 40
1950 1707 37
1505 1451 29
1697 1870 31
976 1513 1
1652 273 6
1590 445 1
1936 1785 45
983 969 22
794 565 3
1477 820 23
135 1959 37
527 803 34
27 555 14
53 463 36
1042 1763 30
927 763 4
327 194 42
1616 1848 1
65 1489 38
1509 1733 26
371 1198 43
1034 954 28
313 89 37
1200 655 4
253 1916 11
54 311 6
1882 1228 40
310 1392 4
174 435 39
496 1895 10
885 878 40
1791 1574 28
980 1645 22
1815 20 33
358 1415 21
1299 600 17
1083 1267 4
1743 1646 47
1866 1171 17
1597 262 48
144 1092 13
493 312 22
6 478 34
1516 470 35
1647 946 24
809 1012 47
1912 1926 45
1341 970 15
1090 335 14
1364 986 47
1421 1338 14
1268 255 26
1587 421 23
1567 915 49
1812 61 23
58 1671 7
1874 28 34
258 700 26
1793 295 1
742 1171 49
259 1122 3
375 1734 49
1492 218 17
1258 1535 35
1416 1001 30
1344 1013 10
1125 40 46
224 1108 9
1575 1856 19
594 1554 20
1136 1863 28
1192 1313 9
499 209 11
1558 1967 46
440 1896 17
1803 164 41
1123 795 16
1671 1987 32
179 368 34
618 934 22
1828 1312 3
1040 1231 22
1296 1955 43
1118 476 7
852 766 30
1078 436 38
317 522 14
209 247 39
916 648 44
935 1580 32
1153 1094 2
1749 1860 26
89 1222 41
1257 1467 27
129 1238 23
290 966 11
924 1892 24
1659 505 40
1961 246 10
1195 728 21
1517 283 21
1835 816 38
1524 371 32
1332 1674 2
978 872 49
451 85 12
479 11 18
153 324 13
1858 957 13
1200 1751 19
265 472 7
368 1816 2
817 1981 45
639 986 15
928 1599 39
1588 1653 36
1242 1228 38
1592 686 6
1380 1200 22
467 1143 3
925 1731 21
290 1514 11
547 330 7
862 464 14
1801 275 5
1236 1330 13
202 1367 34
1266 1897 46
1256 141 15
1958 517 12
1039 519 4
418 1820 45
436 1758 44
1834 939 1
232 1538 13
447 361 42
271 528 9
1947 1353 46
465 352 13
1927 483 24
1904 469 38
327 1098 9
1397 406 7
831 1069 36
1364 249 30
1578 1385 40
992 878 12
618 1657 15
1463 1479 34
232 1658 32
516 924 8
1421 281 40
253 108 17
1799 1879 6
1044 1111 23
215 1920 35
0 79 16
675 774 7
1267 82 28
1600 875 45
1554 1964 46
609 1288 3
477 1509 6
1809 422 1
103 1057 43
1256 624 47
136 20 19
902 1753 39
17 1643 13
1034 1157 47
1776 1184 35
1461 634 17
592 790 42
1414 1182 6
1014 835 34
486 498 14
504 425 36
1928 1732 38
1047 315 36
847 1340 9
1100 1564 35
1892 695 2
1697 1542 28
958 404 39
1939 122 43
1498 1822 9
944 779 26
1317 1394 45
639 1549 2
1284 907 1
807 143 30
1352 1850 16
158 617 32
1354 529 16
1664 1546 14
1559 573 16
1133 1249 8
564 426 5
1241 518 10
1584 1341 10
899 307 18
793 373 5
979 478 39
663 472 35
1718 1358 9
694 1226 26
1735 1103 42
360 791 5
932 789 11
237 1666 12
1679 1597 14
827 65 32
1575 1810 36
743 1675 4
1636 747 47
141 94 14
1359 825 25
1191 45 40
583 224 12
838 1601 3
1552 1033 19
189 1513 3
5 494 40
873 1921 44
787 1108 17
1867 171 43
993 760 40
799 1670 4
1956 1224 10
1305 202 4
1525 923 10
1585 1670 47
626 332 30
1778 1799 39
1263 350 4
1510 1511 41
1404 999 31
710 304 19
196 827 38
245 1131 39
1292 1029 17
1680 1913 12
1370 1756 26
874 881 41
351 1282 10
43 1565 8
408 423 41
1939 682 40
948 1311 24
790 1223 44
230 1242 9
203 285 10
749 185 10
24 499 31
936 1550 36
1098 1087 46
25 558 8
619 820 49
1813 1177 31
726 1318 1
1373 992 8
1206 1874 25
919 170 3
1400 1343 5
1595 1622 10
630 1344 9
1134 1974 3
1540 1973 20
1936 876 21
1282 1364 2
130 1656 37
1424 425 28
1560 1485 44
1561 1889 34
1653 264 18
476 1379 7
51 587 13
1959 624 29
843 981 18
1690 386 49
1857 951 2
1219 1851 49
1831 1840 7
1616 1705 34
81 320 16
1511 240 44
489 609 42
1815 214 27
1946 437 43
748 1395 43
540 845 31
953 1450 34
1600 939 31
1261 927 5
1725 235 20
209 1019 31
1838 1493 31
1276 514 2
36 480 19
1179 1309 18
1978 183 45
1644 655 48
1529 1859 37
747 1214 31
1201 67 39
936 314 26
1463 608 5
132 1812 20
1984 1408 16
930 844 36
1860 1394 38
1802 554 29
331 1566 25
1516 1850 23
935 1538 11
310 818 38
1846 631 23
145 242 40
194 805 11
1449 1571 30
124 111 11
1124 466 9
64 1922 4
167 1617 40
26 49 40
202 1306 32
1596 1939 30
642 770 14
112 1378 29
307 1767 8
1867 863 9
1316 1619 19
250 1634 27
844 675 42
1540 261 12
1268 784 35
1082 642 10
1617 132 28
1561 1081 10
514 1412 21
209 1497 8
1603 906 32
1621 1389 43
982 1687 31
1095 455 43
244 431 19
1622 428 40
190 686 1
1499 239 8
1531 588 29
1042 1241 23
1810 247 37
1963 982 35
132 756 42
1373 870 41
821 213 17
1811 517 7
433 781 16
1438 595 43
1484 429 39
866 52 34
1368 1373 26
159 1792 7
1406 443 1
840 947 22
54 1471 12
176 1116 3
1844 1199 11
96 1125 17
1421 1819 27
1556 1460 26
1638 1484 33
904 1866 7
56 1509 29
1279 443 3
297 591 38
1880 1622 41
794 1728 24
1490 405 2
993 898 43
715 694 9
382 1264 9
1150 347 24
1027 542 26
1849 930 32
1565 578 33
1361 1789 23
1692 269 13
1585 330 2
1855 1068 12
723 1344 35
1567 255 35
1060 1005 10
1707 75 21
74 1175 6
1493 1946 15
1315 97 16
555 1167 14
627 199 44
1068 1048 48
1647 1249 40
811 225 9
1933 1164 45
1337 223 14
1968 1930 27
198 1852 28
1571 912 22
1407 261 36
106 1569 40
1901 1726 19
600 802 13
1390 1560 15
362 1731 35
1355 1372 28
1780 4 37
1157 1602 10
1659 684 25
1049 1847 36
602 541 5
298 1060 42
590 1219 22
68 1852 43
1570 522 7
458 409 5
931 1468 20
433 707 40
875 1505 34
504 1754 43
283 297 28
1523 1391 17
891 87 22
1852 751 33
1463 1504 14
1868 1768 13
401 1223 12
1745 33 7
1622 964 41
1020 164 31
1000 716 38
681 482 47
459 870 39
452 765 48
1010 1599 49
1978 239 15
109 638 39
243 62 11
1501 813 1
480 189 42
1230 222 8
938 1786 31
703 1723 33
330 1023 49
944 1427 2
1944 397 4
1199 1722 34
951 1617 36
1069 625 15
604 291 18
980 1839 9
1802 1054 28
787 226 32
282 886 16
888 509 36
952 1270 28
1368 274 44
270 873 6
345 529 45
1360 640 19
267 1398 28
1159 635 18
338 61 30
863 257 45
1661 1933 10
1659 1176 8
800 1362 44
1395 1521 7
1549 518 28
1718 274 20
1538 631 37
155 1368 43
90 547 13
29 1648 19
40 1914 23
67 1082 40
177 1460 21
1134 1618 12
847 1683 3
1186 1636 32
1316 848 13
495 469 48
811 949 1
1097 1540 44
876 703 28
1713 1755 2
661 962 38
1771 109 22
552 273 5
1171 750 21
732 623 4
186 55 24
1331 1583 14
1850 1660 25
1233 782 29
929 187 24
605 1568 39
1826 817 29
1553 1736 27
489 1841 22
186 956 32
750 1093 19
1633 647 32
1553 19 2
206 1175 22
1953 16 25
672 1762 45
351 271 43
1207 1034 19
53 1925 8
610 1897 17
238 1582 15
352 493 37
639 1817 46
402 243 10
251 1131 19
63 1252 47
591 1191 48
1984 1649 4
1354 52 48
746 1379 4
722 1185 11
1103 1801 46
112 801 30
307 377 33
8 1833 49
1870 894 39
264 1755 22
1099 1101 9
1450 22 21
925 262 9
35 419 18
1409 1597 42
737 1985 38
1404 11 32
1586 664 32
771 867 48
896 722 16
1543 1846 17
154 821 33
131 1218 16
719 1544 38
668 265 1
1232 1101 27
433 1818 41
173 1777 31
503 932 31
1159 13 5
908 553 23
1749 1259 38
355 960 25
1942 127 44
1660 1812 28
1583 1330 12
174 1655 41
1603 1035 47
571 1933 38
849 1537 47
297 1286 4
808 414 5
717 605 30
1188 1616 9
1624 411 42
1025 1230 31
1954 1142 3
135 900 31
628 645 13
1286 1126 19
1323 1049 24
1896 472 2
562 1670 36
1143 1717 3
1718 459 14
1080 718 3
1619 221 42
236 1450 9
1172 1924 44
1146 474 41
1994 54 13
961 1855 1
477 1549 33
1933 18 43
646 1623 12
1006 139 30
677 942 15
286 1756 34
251 1842 40
1982 1101 1
283 1 2
987 736 41
1453 151 47
24 1814 30
293 817 3
1756 1027 10
609 235 33
38 468 17
566 1288 15
1779 849 42
1027 907 41
61 182 26
1886 146 37
1927 1652 11
1543 1439 49
1263 886 35
136 1163 30
927 93 24
1127 1194 37
1595 659 5
301 346 20
68 933 30
1630 1364 44
1040 1613 47
1890 593 5
177 1296 37
1054 373 33
1262 345 34
259 921 35
330 994 17
382 316 2
197 1224 40
1857 170 3
1088 918 28
1765 702 31
1496 1428 12
305 476 6
1070 810 18
182 1984 6
790 1030 36
657 1758 38
1226 1715 48
1042 1258 25
843 903 19
1572 325 47
1482 378 48
560 1946 21
1645 1593 37
264 765 25
693 1237 42
604 472 21
773 716 49
1057 909 48
673 325 30
612 340 40
700 395 42
1393 1183 36
1680 522 19
668 286 15
1409 777 44
1981 441 12
1407 703 49
1798 1037 10
277 1314 36
710 1633 5
304 574 8
442 1453 40
1190 1237 39
1305 249 18
107 1250 23
1165 217 45
394 1038 17
953 1786 13
1614 1394 25
388 1054 7
1226 1646 42
1102 966 1
1043 898 24
1425 188 10
408 883 6
490 568 44
1540 1479 44
1034 775 38
1712 963 29
1627 1196 46
561 1441 26
1029 961 7
1945 1647 39
1649 517 21
436 1937 30
165 944 30
822 326 28
261 475 48
1286 289 41
1995 1803 3
1329 519 39
1062 1890 6
664 1632 5
1610 1981 1
337 61 47
177 1945 37
735 1873 46
1270 1833 33
1423 431 22
1237 22 48
1862 66 11
1256 992 25
220 1790 40
411 1601 1
1443 1307 11
796 696 28
1040 937 36
1386 269 21
1200 839 38
1920 1324 32
1405 208 39
891 1433 41
1281 240 24
1625 1850 27
1453 294 27
1036 918 13
1497 60 21
155 808 44
1429 1621 31
78 452 6
1255 614 20
345 944 1
1408 634 11
1590 1034 8
1386 1371 42
1372 732 43
131 1740 33
1700 1989 35
126 834 39
422 1142 30
1395 682 2
1093 1614 33
1895 1557 4
1910 1962 4
215 1571 21
432 1695 22
269 503 25
1506 465 49
55 941 46
520 1757 9
1404 657 30
1589 1891 22
1208 598 12
1185 863 9
1159 1693 33
763 679 29
1203 338 24
304 227 3
1401 1965 4
510 532 9
704 1027 42
64 1221 25
1164 30 24
482 91 22
1501 1004 39
1177 249 14
1715 964 30
998 1425 20
1434 640 15
1985 1311 37
1936 1073 45
232 745 35
