3200 10000
1988 2793 43
2550 585 10
1028 1590 17
2528 2070 33
69 217 15
2819 1197 27
3192 2275 22
309 2234 43
2604 2885 17
3167 3054 48
2631 704 7
1135 1777 4
3184 1566 25
2327 1318 6
281 762 19
1319 103 17
1286 744 48
225 287 39
2912 1646 6
2899 1096 30
2689 471 37
2711 486 42
2174 2070 43
308 2234 14
2673 486 6
687 2332 14
857 2183 42
1399 1643 4
1489 2783 8
1498 3076 35
2430 1538 36
440 1957 45
1325 2805 38
1957 1898 24
2097 876 10
1973 1650 4
1351 1947 21
519 2297 39
2970 1881 10
899 1264 7
179 998 18
1061 863 30
2074 2657 2
1108 761 40
477 1787 9
2009 525 8
1977 1498 40
2783 2055 13
1780 1599 29
2934 1457 20
1994 2634 26
3173 107 23
3129 2986 18
2345 1533 9
1353 2199 18
105 2272 2
2942 2513 6
140 807 6
2028 747 37
810 432 31
131 1499 13
1685 1666 24
68 893 10
901 1081 18
1772 502 18
1785 2031 41
1677 384 46
465 2690 16
1522 2503 45
2202 704 21
1966 1054 35
499 1471 5
2720 1598 13
939 805 13
1488 505 8
556 356 41
670 296 33
2497 472 17
1563 1352 23
942 1114 6
2940 2626 14
430 549 11
297 1331 35
2916 801 2
1605 1595 1
2508 2975 21
2788 966 8
1356 1911 45
2271 393 30
834 1353 5
179 119 46
416 715 40
1341 110 27
1976 1716 26
3155 2654 32
1290 671 24
1038 1538 33
1147 1233 14
445 1632 5
2277 2004 32
619 2873 12
1247 2593 43
525 563 41
2695 572 41
60 162 44
2747 146 23
1239 981 23
3012 1723 2
479 1136 28
589 109 32
3052 927 3
1174 1211 35
2993 1791 36
1707 2798 27
2482 3143 3
862 2570 1
213 3184 26
278 335 39
112 2931 41
1733 1357 43
1702 2219 28
1963 605 2
2066 2667 15
2637 2278 46
357 2744 33
2602 105 30
1394 2702 17
1621 643 15
2471 2086 25
2936 813 45
517 973 42
870 2678 32
1133 2941 21
2198 260 32
216 2042 6
1334 176 28
2749 2884 16
2102 1054 35
15 827 21
32 734 5
1278 720 10
1459 416 10
1954 1361 4
2654 216 5
1519 2155 12
175 1233 44
1945 1081 38
2262 2586 11
866 1780 20
2500 2631 43
2091 1528 34
2717 1319 19
1864 2806 17
2982 2887 6
2441 61 18
733 2631 18
3095 641 26
571 1399 27
2326 1558 14
603 2048 6
2973 268 35
2026 1800 21
671 1313 32
2994 2685 41
2668 2580 45
911 481 38
757 3126 11
1678 830 8
2346 686 26
2533 595 47
2527 2474 39
844 2224 31
388 3148 29
69 242 3
2857 2265 49
1863 2167 40
2363 1206 10
2712 2962 47
517 1106 4
1398 1174 37
1166 2205 19
2395 1877 6
2697 101 33
2959 549 21
1445 1098 16
992 3025 4
56 2386 21
2831 674 5
1064 2963 14
3002 2207 11
729 547 13
3069 1943 5
1369 2250 46
848 432 39
2300 431 11
2840 2375 16
2444 2491 40
370 1408 16
328 2762 45
607 996 12
2817 1967 5
2509 1626 17
1781 1733 28
2875 2899 17
3015 1237 49
798 1768 41
3176 1296 32
1663 952 1
2820 840 32
2772 1952 11
453 328 42
678 40 13
3192 2799 38
2136 2568 37
518 771 14
1162 1270 26
3089 640 12
2478 2336 46
274 664 32
42 1265 16
3117 2995 40
1997 2103 30
1205 3164 9
2153 2371 32
689 225 14
2956 1759 48
1059 2251 24
2287 936 34
333 2079 17
1226 492 19
3066 852 41
2757 1710 27
2361 1161 10
2429 1892 22
354 743 24
1658 306 14
1090 2760 44
3188 1209 17
2261 394 11
1955 2616 37
2237 2229 35
2363 769 15
2428 2222 9
2597 281 19
1520 199 19
883 2421 37
1110 1173 44
2957 3098 38
1747 1190 39
542 2210 36
246 2098 17
1265 2926 43
1666 277 49
1680 3004 37
880 2678 26
2799 1790 9
1054 780 28
300 1004 34
2450 1979 24
1355 2242 16
495 1414 40
2587 1310 30
955 2640 43
3155 1275 17
2823 2928 22
3196 462 5
1319 2308 19
2180 2327 20
1873 2802 8
254 1997 14
3148 2232 31
154 1358 6
1507 2412 5
1373 1053 25
980 2702 38
137 1126 13
3058 1242 48
141 1980 9
2152 2293 7
75 1124 35
2895 1806 40
1011 414 42
1078 896 16
1782 1271 46
60 2182 13
1250 2282 4
2999 2122 46
1103 589 26
663 1793 38
616 320 30
1231 1910 21
676 743 45
1411 2825 29
1061 2506 5
2272 327 4
2989 3025 14
518 992 15
998 117 38
1318 218 28
2589 1263 3
2433 384 17
2104 741 26
880 2367 8
24 2022 33
1921 982 6
1266 245 28
477 1575 45
2686 21 22
2136 2769 29
2035 2319 36
339 217 2
1746 170 21
2924 899 7
718 442 33
970 745 34
3068 805 34
390 2752 39
2945 826 38
2125 2080 24
2801 2525 32
1609 2736 9
2824 2480 16
428 2574 12
2177 1012 21
350 2581 32
2996 2818 23
1187 758 33
358 1297 32
1300 512 8
399 689 48
1623 469 34
23 1293 41
891 1128 13
1258 1327 23
2802 2542 18
2200 1286 9
1726 2494 34
1832 307 10
2964 2138 47
2352 1476 40
3104 75 28
273 93 2
2262 954 10
2822 1926 13
259 2184 20
2202 1724 45
2145 562 34
1340 220 43
2751 842 15
1131 83 34
1735 1526 44
404 890 20
1839 1604 20
1749 1764 11
632 2786 19
3131 1489 47
2002 1730 48
226 2092 36
1242 1158 35
3137 2223 36
1309 80 43
2691 2823 48
667 2628 40
1061 1263 31
488 406 19
3010 1422 47
1988 2303 34
1736 2881 39
3067 10 39
1915 2952 49
432 283 19
2944 1814 8
622 2673 48
1776 1264 45
2831 2221 24
1449 878 29
2076 2567 48
157 752 38
1756 2033 41
2312 1138 2
1047 1388 23
1090 1512 45
1421 2827 24
241 610 40
1090 2723 8
1229 103 8
922 2939 23
28 1674 8
1722 1978 16
1310 2289 23
2207 2082 26
798 2511 48
887 2372 38
440 582 20
956 1088 3
1476 1381 40
331 1237 40
3045 1393 43
1750 303 29
1954 624 22
2230 3180 43
323 2539 37
541 3103 47
698 3159 12
1335 2738 13
1805 560 14
1126 2109 40
1138 1272 37
228 275 17
1696 464 38
2720 2148 9
1468 2016 27
993 1125 9
1525 1951 41
2741 2338 39
2083 104 6
2034 845 10
2374 1499 45
1517 390 34
1673 757 33
384 3003 23
2363 2248 24
2512 2180 23
2067 2661 49
1524 2593 2
1038 85 13
2829 1265 27
1478 1944 31
2563 890 34
805 2681 3
1324 1349 4
3145 1480 22
1837 2282 29
1560 1857 35
1115 996 23
15 1252 33
879 2237 30
1304 1478 2
1173 3105 35
110 489 27
733 1566 40
1499 296 30
3016 423 34
3198 948 47
1687 2895 16
994 458 21
1549 2371 29
2596 1341 14
2430 501 22
1905 915 8
732 1179 45
87 795 49
832 2122 33
167 1851 47
145 1684 49
730 1301 49
349 1269 12
851 582 24
1795 655 16
951 404 29
2678 573 2
1875 2263 13
1029 1375 32
1462 2912 31
1187 1723 24
2431 585 26
2693 1352 16
945 1222 12
1182 220 18
389 1655 34
1773 2823 25
2333 1526 20
1701 1775 4
1339 1875 26
1347 2023 9
649 840 39
2323 1794 37
1399 526 37
1467 1296 30
1326 1259 25
3063 1992 18
107 667 22
1374 1491 14
1223 3073 12
2051 686 23
3040 2192 34
57 356 43
432 1030 42
2090 949 19
2076 841 26
635 2338 45
1634 1273 26
1486 2260 40
2419 1258 31
888 538 26
1082 2220 8
2741 2255 20
1783 1088 13
2546 2413 33
3014 2983 11
102 1161 23
1806 2503 22
133 784 2
2980 2097 5
2015 816 15
292 1893 24
2560 133 48
2412 99 49
1754 2476 46
1648 1845 35
591 438 34
795 1171 19
2890 1133 32
3108 2447 23
3158 1208 36
2316 2285 29
1381 1030 28
1349 2952 34
21 1871 42
89 1266 16
2749 1477 31
554 385 2
1906 3053 18
921 2201 12
1278 1824 25
452 1063 20
2022 3012 44
508 1854 39
1739 3042 6
1107 24 11
543 583 24
1846 2323 29
2248 2596 49
3113 2577 21
1789 1328 20
2016 451 23
2158 1709 26
2088 2641 36
1891 2062 11
1315 1717 18
3087 1017 14
2067 831 20
253 2673 30
1240 164 42
867 119 12
2655 1416 21
1378 1785 14
2321 2716 46
1442 2901 47
3032 3031 48
638 2113 36
2667 3082 19
608 743 16
200 1574 1
908 1887 2
3086 3143 4
2640 2965 22
1191 2485 47
2752 1956 23
1454 457 40
1842 1230 41
1666 320 25
343 411 45
3049 1140 30
222 837 33
1154 2223 25
1692 2195 16
2383 1807 22
1713 2800 36
136 963 3
3015 297 23
2753 2700 3
644 2261 20
3145 2119 22
3088 2441 11
2605 2128 48
2761 3019 2
400 2503 8
33 1881 8
1642 2929 33
139 2360 35
599 796 43
2166 2541 20
522 2138 16
239 2645 35
1268 1857 16
593 449 30
1283 281 35
3072 1302 12
1936 3114 13
3004 646 29
1505 2850 14
2019 2231 8
1984 929 9
1926 2126 13
2469 2124 42
388 618 25
1301 2447 48
2823 174 39
787 2669 26
3111 1207 18
1464 1530 18
1808 277 12
2850 783 42
318 322 30
1888 2658 14
569 3056 47
66 2411 32
739 2994 20
2328 2182 33
3143 1555 28
2157 572 10
1273 2084 9
2361 1331 25
2708 3096 15
2553 1997 26
859 547 49
2403 752 10
2249 2246 38
1874 2562 38
2731 343 40
151 475 28
1084 2793 19
3020 43 38
2415 1849 25
2019 354 2
3146 1392 6
2495 432 33
536 2639 15
2349 808 33
1794 1187 5
344 3066 43
3181 1721 24
1606 1402 6
42 1609 4
3019 1296 23
2286 2249 29
2784 183 13
1924 1901 38
223 1955 28
579 2184 38
1217 1126 37
1058 1592 20
45 500 42
1943 2460 5
1495 2493 2
1042 1398 40
388 1847 23
657 1485 21
40 2754 45
1855 3165 43
2827 2740 41
45 217 30
590 625 4
3121 2532 36
2348 3041 11
1543 2305 43
595 2491 1
214 1446 2
131 1024 45
541 1480 7
2252 192 29
1965 1582 40
2952 170 24
2070 1594 15
2640 558 30
51 1867 31
1123 3068 35
944 2322 19
2155 2770 32
1496 775 3
2866 3091 19
1226 1293 43
2579 387 16
3003 2911 16
2949 2078 36
2762 2709 41
2925 1487 37
323 406 37
2053 1561 38
967 1422 33
2740 17 20
2048 3141 32
599 2929 21
26 2461 34
1952 1358 29
421 1011 36
1818 1993 29
1838 1275 43
2527 1861 34
885 2851 3
2846 814 27
2691 2215 16
2315 1441 3
2528 1466 7
3148 1488 15
2680 873 14
1687 1992 29
673 2020 8
2815 648 34
1410 809 43
1021 1222 29
1402 2126 19
592 1134 21
2982 2330 35
532 794 27
3024 2966 29
2695 3162 20
1555 1816 10
833 2285 19
1077 2659 45
284 66 17
2566 807 37
624 1473 4
2140 786 1
240 1382 26
2869 1396 40
3063 1394 22
2866 2478 16
2429 1371 37
2062 1762 7
1740 2930 32
2611 1246 43
2929 111 9
2759 2792 2
2157 1104 24
1824 623 22
2741 1085 44
489 2242 32
1661 1215 21
1303 2005 49
1942 2338 14
1207 1488 18
1329 2458 26
578 1741 45
2102 1736 37
595 1087 36
767 199 44
922 1554 32
2544 1166 18
2573 691 28
1514 1036 15
546 1272 2
2229 3084 25
804 2625 19
2286 2973 46
285 3014 39
2066 294 34
1117 964 15
1775 1421 5
1485 2680 31
3172 1313 11
2300 2107 12
3067 1628 13
3022 706 2
164 2862 39
3120 2527 28
3047 166 24
214 1909 21
581 443 35
1733 430 1
369 2498 15
2132 1155 43
2385 155 28
2165 633 19
269 953 15
839 1807 33
626 2653 17
2029 2147 24
1748 2747 22
1570 3057 33
894 3046 13
1521 1103 49
1530 731 36
1000 991 23
2892 2600 49
446 2429 43
147 2083 47
2174 2232 18
863 930 25
1458 934 17
1406 159 14
1118 2986 36
1103 1896 31
1424 2437 20
1087 2645 17
2927 2772 1
2978 1808 33
455 1148 25
1684 2459 21
2115 2790 19
2010 2055 48
589 841 12
2972 1349 41
3195 104 39
1230 2931 41
2626 1991 23
1458 1813 43
1020 2472 21
303 328 29
134 2023 40
550 2548 41
723 1681 32
2098 2748 8
1167 1702 27
489 1163 39
2531 2302 38
3093 1512 46
1178 435 27
2733 1785 40
869 572 10
1716 2545 22
454 341 48
1269 681 7
1466 2074 33
1659 2383 16
121 844 7
589 694 15
2382 3094 34
132 1382 38
861 2522 23
1037 2392 29
1095 2563 28
1938 933 26
2234 1307 45
2252 1473 3
1913 1131 20
521 1016 25
2570 220 49
1652 1504 38
1179 2962 42
1942 2058 10
1473 462 19
287 2346 9
1225 2853 48
2158 1109 13
581 2815 25
1429 2253 1
1764 1649 17
559 425 38
743 3042 28
3064 1845 31
2048 739 1
2566 1760 14
1751 2203 20
1546 2356 30
18 1515 42
2177 463 10
2208 3056 31
55 607 17
2672 2311 43
1976 1033 25
397 1562 41
2574 3046 30
1549 852 26
1931 522 19
2688 694 14
1520 283 38
727 1042 9
1656 1897 9
2904 874 12
2984 1494 26
1945 1242 40
2445 1066 1
344 1130 29
31 1869 16
2474 1948 14
2199 532 45
347 1732 22
2906 1125 10
335 1653 7
3108 449 45
1132 532 6
1807 2376 14
646 2542 44
1254 1206 16
3062 3005 28
604 1795 21
718 1293 38
457 2620 4
370 2324 25
91 2723 30
100 968 42
1840 94 42
1042 2570 38
2195 1559 9
1303 2443 4
421 2031 9
2475 1023 24
72 25 36
117 709 23
1766 2650 31
827 268 14
1699 1837 35
1291 422 21
2330 2694 10
129 182 10
1392 1181 5
861 1819 34
2898 1078 37
361 1583 40
2062 2848 26
678 255 36
1418 2996 1
1093 2696 24
2689 1007 2
1699 2247 22
2999 1226 23
1036 1908 23
3179 1715 16
1499 195 15
965 1435 15
2462 2897 16
1031 2168 37
2215 2077 46
1554 1083 26
2103 658 40
1687 3141 42
1489 594 2
2001 1939 11
1228 801 4
52 1719 48
95 2905 46
2459 2207 33
265 56 31
1879 3140 19
441 378 10
151 1769 3
2996 760 45
1745 2937 17
2328 2839 10
2603 826 49
2654 3122 20
2682 1348 39
1156 274 4
1338 358 34
1084 2583 28
981 3008 47
2381 825 8
2400 2497 3
2743 2724 4
2371 3072 13
931 676 25
2929 122 13
829 1278 47
2329 1043 42
1098 1387 2
87 1765 35
1353 2021 20
1072 2877 43
2041 1323 4
196 409 45
2097 2745 42
3118 445 15
771 916 7
1449 790 37
58 127 25
1187 902 15
1924 1098 3
1246 1739 40
269 1328 24
418 2749 44
1917 629 40
3022 2083 36
3097 2500 39
2118 1707 49
2392 185 45
1450 482 34
1770 170 25
767 1920 46
510 187 21
108 1570 49
2659 2760 22
754 2345 36
2514 1496 24
2106 2053 36
2919 633 19
1329 757 12
838 1018 37
653 1587 21
2189 3138 15
2569 2993 45
921 2292 10
1270 2537 13
402 2247 45
1388 1827 4
1175 949 48
2129 640 3
3184 994 29
1906 1437 17
355 2443 44
470 2135 7
684 1046 11
2866 2836 5
871 2746 32
2083 836 13
1554 2863 28
2421 1867 42
2447 311 25
926 1147 7
2714 3072 16
2155 2517 33
1985 1481 22
2687 835 30
2314 2622 29
2121 647 7
2554 1069 41
896 2494 39
214 2933 43
1365 563 6
435 1746 34
1871 3094 32
1870 299 26
543 183 38
3074 3136 44
3047 207 37
2109 547 40
856 3053 41
2391 902 47
439 1646 12
1684 1406 12
1693 3102 45
1820 3133 27
166 199 23
2371 2262 24
3117 3165 36
434 2832 6
1006 664 41
407 852 39
1974 2932 19
217 1693 27
3076 1219 18
1502 1457 43
224 936 11
3045 1913 23
322 2865 9
2669 1622 27
2634 786 3
1346 2221 34
205 2017 18
1849 989 47
1029 2203 35
2372 2282 18
2791 827 42
2364 1785 2
351 2769 11
371 1007 46
2156 2634 47
2669 2675 22
1670 1995 11
2025 466 33
2474 795 13
309 2008 26
1224 2831 25
276 1542 33
234 2509 13
1860 404 17
3106 1178 13
2235 2231 28
2192 825 13
1713 861 28
2641 3070 35
1483 2508 27
1784 2009 34
1907 1110 9
2662 3171 25
2094 590 26
140 984 24
1074 2924 14
2034 1510 46
2819 2341 48
2299 1070 36
2183 586 27
2562 547 18
1677 2899 25
359 707 26
3006 706 14
2989 128 41
2966 1707 32
2668 2551 46
1278 1770 4
1893 3061 38
2807 2085 26
2877 1333 27
1036 2180 12
3081 990 27
2871 1225 32
3006 776 21
940 857 5
2619 1115 17
1524 226 26
1070 2429 2
2402 1507 18
1537 3016 22
1118 1406 3
474 1231 42
1139 2964 27
2247 1544 47
2287 2135 13
3009 1924 11
2094 2728 40
3149 1722 20
1575 1408 48
177 893 48
3040 992 43
159 1302 48
503 1438 45
2449 2699 49
1699 990 49
1251 862 11
2543 2756 44
2879 2406 42
1343 857 44
1233 2481 13
2618 2152 7
1525 1743 14
1038 1510 39
2498 734 3
299 818 4
908 1269 40
1912 2492 30
2860 1635 30
1165 1434 30
2581 2746 27
36 1443 25
1907 1046 4
2894 1441 48
1890 986 6
650 1036 40
2642 338 24
2978 3054 6
3164 3166 4
531 2999 41
566 2950 48
2277 78 5
1603 1473 19
1303 981 27
3088 703 31
2738 2504 36
259 2673 44
1548 3168 16
100 2184 48
1581 2996 8
3180 1018 10
3199 590 19
1018 78 11
391 194 1
2038 1715 5
649 536 46
966 1707 42
3102 1608 32
1096 2258 15
2022 636 9
1172 1627 1
1326 663 39
2792 2582 31
540 1925 38
419 170 3
978 3148 39
197 1087 25
611 1496 45
45 2540 21
291 3041 32
2028 1071 23
2432 946 47
192 1549 34
104 1703 1
1317 990 40
3110 2517 29
2257 587 13
1429 1425 21
2197 2980 45
2997 2766 4
616 2906 40
2602 343 17
2542 644 41
1430 2117 13
2198 356 8
1846 960 37
2514 451 34
1299 2160 8
2191 1971 5
844 2832 25
242 280 8
2450 2477 17
2003 2440 43
1348 2270 18
1815 170 15
402 1347 46
139 3022 18
3106 3063 17
1874 1238 2
297 1644 13
2133 574 16
2033 1019 43
2994 2826 8
2359 1654 24
2790 2176 9
2495 712 9
61 1778 10
2259 3081 3
2630 828 41
2603 533 22
1195 1966 17
385 3013 39
562 2256 25
2844 1523 31
1235 884 22
979 1238 3
3173 1136 21
2600 2638 16
649 1208 16
1090 590 29
1851 2080 29
1022 405 18
2469 785 24
1020 2424 46
11 112 47
2400 1271 6
2456 1756 16
2626 702 1
1353 1837 31
560 1218 31
2473 108 4
2503 2711 44
1864 549 9
2760 803 41
2063 1006 5
1090 2577 32
1156 1563 43
2626 1201 23
2774 1393 6
1718 443 14
1028 28 40
711 1119 19
1327 2393 1
2075 2190 31
902 651 16
1439 2046 16
2280 1152 7
2542 1320 46
426 2520 8
1283 2283 24
801 408 32
2305 2754 3
2182 1184 40
725 2586 48
2098 3075 22
2454 2479 14
322 247 28
2287 1360 24
1967 365 10
2116 2373 20
1779 2826 1
1710 2929 32
381 1411 30
2188 1224 8
1942 2413 37
2332 2867 10
2065 3170 40
2931 705 14
448 234 36
2870 1717 4
783 3160 10
1141 533 4
2828 971 41
3032 103 20
3131 1798 24
1009 2152 47
1230 187 32
1396 1471 33
43 2450 9
2580 2459 36
296 2838 10
1997 2561 37
2942 313 47
1711 607 15
211 1515 19
2396 949 40
2167 612 7
2728 2380 7
578 128 8
527 2761 16
453 657 18
1277 113 5
798 2865 28
1359 2808 40
910 1301 14
3170 2539 10
1788 1170 22
1246 1247 6
2551 2946 30
249 822 2
534 1657 39
2626 2526 33
1797 258 12
2020 2472 37
486 2038 11
1092 2818 4
2904 1653 13
2360 1316 11
0 125 36
2778 1655 33
2404 2052 39
624 1043 25
757 1227 27
1366 836 12
1327 1952 38
575 3043 36
52 1802 42
324 3127 48
2302 2966 19
1670 1718 24
218 173 42
2200 343 12
442 2033 41
27 417 43
2242 3003 27
1978 1283 20
547 343 15
2018 2065 2
1687 1343 43
1831 2367 2
1656 114 21
2567 2048 49
2304 1880 24
731 2466 34
2104 1836 36
584 2030 38
2292 816 1
3066 1796 28
1772 1700 7
2093 3003 1
1144 51 3
992 1102 33
133 1162 19
1780 1934 49
228 1644 32
1927 1823 5
2642 2693 2
2854 2285 17
2290 1960 14
896 3184 3
689 791 28
354 577 40
2658 3143 11
1534 192 44
667 2422 49
1639 1648 12
2498 2022 29
2349 1587 32
469 2882 10
1651 1995 22
408 1011 30
87 2647 48
2291 788 33
1346 1306 37
1511 1318 43
2523 450 24
2433 3038 49
1751 399 40
1983 1986 7
646 2556 41
359 3175 37
2314 226 32
254 152 33
251 2147 14
2556 877 33
122 1566 35
2435 1792 25
2603 129 25
2199 429 4
433 1431 22
588 1385 17
2685 1325 4
2616 155 24
825 1854 21
363 1053 25
2935 1291 14
956 2808 49
116 2723 19
1486 1358 26
630 2794 5
2758 1662 34
3107 244 2
2889 1948 1
220 523 4
1611 2963 30
753 1820 31
966 3138 2
2326 2126 7
1394 2613 7
86 1647 34
1079 2979 12
2068 576 9
1862 1915 36
1295 2017 43
2011 2647 36
3011 1337 2
1381 1000 33
492 1061 15
1839 1456 42
2679 2610 35
1716 1906 2
1996 2123 34
1287 2889 41
2842 2238 33
580 1973 18
2087 2685 38
2956 1817 30
1589 2513 19
3003 1784 43
1502 3087 5
1820 879 41
1563 51 17
3128 2317 3
2842 1954 17
2030 266 14
627 2352 41
2141 2002 41
857 999 2
3125 2949 47
179 1055 22
47 2008 47
2985 861 43
2304 1232 31
2627 2160 24
2348 279 38
1989 1217 14
2650 2512 28
2450 1401 5
147 1144 15
2998 1509 37
2834 369 4
1487 727 26
579 2962 11
2644 3168 41
62 2063 22
3047 1082 8
2045 914 12
349 2542 2
2709 3034 29
2955 1814 9
2391 320 38
2061 2662 7
1339 2307 31
3002 836 35
1553 78 37
630 478 32
1370 2497 34
1152 160 14
1345 1625 23
38 2002 6
98 1612 30
546 1679 27
2005 2713 46
2752 2010 7
337 1832 22
3025 2496 18
58 3122 15
2600 1164 20
2012 1777 47
178 963 11
1746 1586 25
1361 896 4
2381 2950 17
1117 1235 40
2399 1500 4
1919 1032 23
2202 2405 47
2589 1944 42
1617 3143 48
1671 1770 26
2676 2627 10
105 1008 21
1099 1936 33
2780 224 2
1151 2684 31
2971 1108 31
2746 2946 38
2996 1872 16
31 3127 43
705 141 3
328 1091 16
560 272 3
814 1794 17
566 2721 28
2206 1048 37
2140 933 29
2230 310 4
582 2637 27
115 3115 3
2634 3175 33
1578 2271 29
3074 698 49
3033 150 16
259 2723 27
760 3058 47
3007 217 9
2198 52 44
421 947 5
1459 1434 13
545 1420 43
2098 1461 20
1688 1456 46
2290 1759 22
65 2251 1
1199 1857 44
2925 114 7
3149 501 9
2692 1082 44
3006 3172 32
1276 338 42
3130 497 8
1442 1298 25
2463 721 45
207 1712 3
2167 1517 18
459 3032 2
1488 956 29
2753 2080 10
452 1874 37
579 2053 20
440 1452 14
362 2515 9
2797 1985 17
1315 615 24
118 854 7
2217 1477 16
1258 2678 30
2173 934 36
1708 1339 41
912 2694 34
1338 2436 21
2315 2668 7
1410 2714 41
2991 55 47
1768 142 44
155 128 29
2587 3114 31
97 2643 47
2074 1970 31
1279 1295 28
1699 169 7
2183 2312 7
537 741 7
83 283 26
2333 2643 42
1079 605 24
1814 450 36
2874 2113 11
2260 2155 30
249 1177 46
2145 1622 9
237 2136 31
1037 1818 12
426 2514 9
2659 810 6
1675 2665 43
1263 2063 36
1315 3131 17
2843 1457 28
2707 1819 1
3076 203 6
122 2004 10
2656 1899 47
2876 2245 38
1269 357 13
312 2057 21
684 1868 13
1358 720 25
2142 197 33
2719 1032 5
2191 2336 1
2668 1217 8
1873 1103 37
3130 1094 6
1785 522 3
1429 2867 15
1520 979 44
456 3024 27
2749 2501 25
343 2273 7
160 722 18
1948 871 42
1869 670 33
2365 882 15
1058 708 42
2924 1890 32
1407 930 37
571 1999 47
441 1930 10
462 1788 24
1555 2239 28
462 808 24
2492 357 6
753 721 7
226 1108 33
724 322 14
2240 883 42
1397 1240 47
943 459 28
2090 489 45
1280 2110 49
754 1170 39
2395 1389 10
1937 1948 25
539 2777 17
1019 2317 38
2506 1625 40
1636 991 39
622 1161 44
1876 1431 48
1319 1984 23
2857 2558 49
2021 2514 31
2327 283 19
2076 1174 25
2580 694 33
1339 1260 2
430 2124 33
2957 2015 6
477 1614 34
1285 2402 10
2124 2293 38
1033 1291 2
3073 1056 7
1949 298 3
3006 260 49
3020 1025 22
2765 30 5
463 2276 44
86 2148 37
692 2988 34
1534 2335 39
660 1425 11
2355 1079 25
2935 834 39
2374 2710 23
202 2233 39
939 2951 1
1503 328 14
1760 2541 36
44 2365 34
3027 3130 25
1427 1566 42
1223 1688 21
3154 758 38
876 2056 3
1842 1944 14
3071 2527 13
1167 2544 36
3169 1954 47
2509 3192 3
2494 2063 49
3174 186 21
24 2994 16
2703 2474 29
1766 351 27
455 1542 39
91 692 38
1245 2317 12
2737 819 42
1066 1127 34
586 3186 4
3010 2332 41
1193 1411 30
14 2248 23
2843 3021 17
566 3160 49
1713 2864 25
